response,onset,offset,subject,trial
number one,1.02777750883727,1.62010430470591,S77,53
number two,0.940842432180021,1.54869368966108,S77,54
number four,2.14805990926021,2.78796126704134,S77,55
number two,1.32834963370672,2.03839605357442,S77,56
number two,0.71357477006508,1.3070922355403,S77,57
number one,1.17008515651048,1.90533930528616,S77,58
number two,0.749327652425714,1.53204023055201,S77,6
number one,1.46246579942565,2.19970961978076,S77,61
number two,1.63104311521522,2.42674761960024,S77,62
number three,2.79518240613332,3.51459751580025,S77,63
number three,1.69248842911115,3.40423265564011,S77,64
number two,1.13730773977612,1.7723576411339,S77,65
number one,1.15716824807367,1.80445384630971,S77,66
number two,0.877305602988556,1.56909011533127,S77,67
number two,1.29582067931424,2.08517196166308,S77,68
number two,1.16167606668988,1.9158150610366,S77,69
number one,1.51697716584603,2.26955869073868,S77,7
number two,1.69739615488763,2.63736664511459,S77,70
number four,1.47848796491247,2.15058962442275,S77,71
number two,0.707694004653039,1.29889180302503,S77,72
number one,0.880163276358472,1.52111803356599,S77,73
number one,1.04304535331598,1.67637912874329,S77,74
number four,1.68080748465105,2.44348010853407,S77,75
number three,2.33287696340383,3.019078657729,S77,76
number one,1.00164544431366,1.58526155200775,S77,77
number one,2.05664542957719,2.81843276026901,S77,78
number two,1.93934835716036,2.48956304904848,S77,79
number two,1.11072072923402,1.88524185856308,S77,8
number one,1.72129434617064,2.27859262697768,S77,80
number two,2.5016981308635,3.21404755641764,S77,81
number one,1.18969363992551,1.83335202285626,S77,82
number one,1.41436680905777,1.9644561673031,S77,83
number two,1.33375998533722,2.35070149630391,S77,84
number one,1.97106473176869,2.84888589922836,S77,85
number four,1.96516761993181,2.68626055913836,S77,86
number four,2.020173919771,2.87251431002945,S77,87
number one,2.66463457064385,3.41005143763436,S77,88
number one,0.894178395972524,1.51003533988738,S77,9
number two,1.42240459335643,2.25422756787524,S77,90
number one,1.62574110424023,2.33155055068331,S77,91
number four,1.87210790224565,2.53551454028674,S77,92
number two,2.58639930296516,3.46129079652441,S77,93
number one,2.7008387849047,3.51116256348193,S77,94
number one,1.44267608142634,2.01538816219691,S77,95
number two,1.10824147725703,1.71363405670961,S77,97
number four,2.02958208119424,2.59734348307425,S77,98
number two,0.863234976633491,1.51700659088439,S77,99
number one,1.97795460063256,3.27479746938039,S78,10
number one,5.40442259763369,6.32804202103262,S78,100
number four,2.29263163440302,3.58546382658127,S78,11
number one,2.62198895133466,4.19024182356398,S78,12
number two,1.75501703535462,2.7245667626379,S78,13
number one,1.49410268001054,2.4378650102879,S78,14
number one,1.31182643390419,2.36142407312234,S78,15
number three,1.71990533110076,2.66481431500301,S78,16
number one,1.2361455373376,2.19624699790558,S78,17
number one,1.38081836016291,2.28831152152169,S78,18
number three,2.61573480255899,3.57115316161667,S78,19
number two,7.86515026221699,8.72130238675487,S78,2
number four,2.11133187810732,2.84578702491015,S78,20
number two,2.92639184447134,4.4360059793210604,S78,21
number two,1.90327779896145,2.81799405752011,S78,22
number one,1.46607065030182,2.31888775602307,S78,23
number one,1.43919412899197,2.42325072807352,S78,24
number two,2.09971565436356,3.36895378828488,S78,25
number two,3.20901123287116,4.1692862705873,S78,26
number one,3.22458458639345,4.99686521107224,S78,27
number one,3.08350736362782,3.7002627806606,S78,28
number three,2.16471607066872,3.0999646656388,S78,29
number one,2.134959358669,3.15172853587685,S78,3
number four,4.21494017915859,5.12240673198605,S78,30
number one,2.55933817978857,3.49190080516366,S78,31
number one,1.64634313492524,2.52637330783925,S78,32
number one,1.73302968476857,2.68252602920399,S78,33
number one,1.19086025225146,2.03021965807715,S78,34
number one,3.88391769683774,5.00543446601495,S78,35
number one,3.13456386323823,4.1245220853573,S78,36
number one,1.11546281713335,2.11566258834972,S78,37
number three,2.35401791585846,3.39149201191443,S78,38
number two,3.48423227617611,4.45075360444747,S78,39
number two,1.65898451013224,2.77141508756224,S78,4
number four,4.6412672402836,5.58855084909675,S78,40
number two,3.47527108650121,4.77531170388545,S78,41
number three,2.42217212929038,3.45217295821659,S78,42
number one,1.37451830545378,2.20174322629133,S78,43
number one,4.89177611624124,5.92853600947555,S78,44
number one,4.65749086615421,5.54616906042135,S78,45
number two,2.60057871575383,3.76094891419877,S78,46
number four,5.37762652821757,6.25706136632828,S78,47
number three,6.21008968244758,7.31070706668804,S78,48
number two,3.84854877493917,4.92516476658359,S78,49
number two,2.58310765540985,4.68596247727361,S78,5
number one,5.17805533174548,6.13572969637354,S78,50
number one,2.55780489655922,3.37419691234198,S78,51
number two,5.30618043328894,6.16850722915757,S78,52
number one,4.33706156711263,5.25625452455556,S78,53
number three,3.4800334333571,4.42921942781987,S78,54
number two,2.48155446137296,3.36653531317753,S78,55
number four,3.08463244859276,3.98807141475599,S78,56
number one,1.56701982054669,2.50735114235242,S78,57
number four,4.16974181711677,5.04321161933498,S78,58
number one,3.36096388644816,4.34533705244892,S78,59
number two,3.27353183352951,4.23490677343236,S78,6
number three,2.57158524953442,3.48851324900391,S78,60
number two,4.09794949444712,5.73731354225958,S78,61
number two,4.39654784654181,5.55685537816535,S78,62
number three,5.24086123222644,6.30329512536128,S78,63
number one,4.62992283802229,5.48520384400714,S78,64
number two,2.88505974347497,3.79187451162431,S78,65
number four,3.96737528068363,5.1860412897355,S78,66
number two,4.31352893044572,5.31814074430206,S78,67
number three,2.52474257788683,3.59390121778471,S78,68
number two,2.58863743688648,3.5392461174017402,S78,69
number one,1.30644804566831,2.08180224583741,S78,7
number three,4.8563844486075,5.86124692974943,S78,70
number three,3.63419261850421,4.54936321151802,S78,71
number two,2.89020775653885,3.66919862177202,S78,72
number one,1.75444650386556,2.63175912509602,S78,73
number one,3.26307552438793,4.0844652191773,S78,74
number two,3.3624456067832,4.1149487981491,S78,75
number one,1.15974168448858,1.92223923915626,S78,76
number three,2.72159856024728,3.75033710034244,S78,77
number one,2.09874339023451,2.81731249781256,S78,78
number one,1.70475186186037,2.51528452984227,S78,79
number four,1.99769139998269,3.24087580290714,S78,8
number two,3.57544630308121,4.54388369428465,S78,80
number one,3.20527516481816,4.26594468851716,S78,81
number two,2.60872830561957,3.46595770265864,S78,82
number one,1.96945837408887,2.76394236752378,S78,83
number one,3.18482353266246,4.03563828423327,S78,84
number one,2.93906542806671,3.80236355966703,S78,85
number one,4.97885995568008,5.94259360511061,S78,86
number four,3.99778006193,4.85255550581998,S78,87
number two,4.44470787903572,5.44559101701878,S78,88
number one,3.11140997953473,3.82145639940244,S78,89
number three,1.93617161351408,3.04537435228627,S78,9
number two,2.4741193432694,3.35513850804335,S78,90
number one,5.80619547185243,6.64090683974646,S78,91
number one,2.53777309894984,3.44017532710349,S78,92
number one,3.22265646903224,4.2660590453349,S78,93
number two,2.0854829747767,2.99089321035753,S78,94
number one,2.01158985836414,2.79814600153628,S78,95
number one,2.69271239023636,3.48921813469498,S78,96
number two,4.88946394263094,5.81630623113042,S78,97
number one,3.51836531883265,4.56592255618738,S78,98
number three,3.70361053178379,4.59766588747603,S78,99
number one,1.87208539045188,3.31684210060954,S79,1
number two,2.85045403051554,3.64952190299353,S79,10
number two,2.78210871459334,3.70957767130681,S79,100
number one,2.05314689493453,2.69986849177797,S79,11
number two,2.65178236818692,3.45982701415253,S79,12
number three,2.83300717113274,3.7476920962807,S79,13
number two,1.7103224301906,2.472871212498,S79,14
number two,4.53074846510497,5.47474206579464,S79,15
number four,3.00239280418368,3.71615223321931,S79,16
number four,4.77781162744004,5.66146080928987,S79,17
number one,2.79185456581766,3.52662304672749,S79,18
number three,2.89117342241527,3.65452170405124,S79,19
number one,1.62392465981789,2.18711138373573,S79,2
number three,5.28917010486838,6.05984667444015,S79,20
number two,5.66445570310442,6.47373503465833,S79,21
number one,1.73221397164336,2.33784180035404,S79,22
number two,3.87806589226538,4.60352835019738,S79,23
number three,1.84314387764312,2.6568725535164,S79,24
number one,3.04377518784389,3.67357674290946,S79,25
number two,2.12862362697584,2.69162235042948,S79,26
number two,4.26808144292106,4.88627396932236,S79,27
number two,7.33608097872238,8.19127942365682,S79,28
number three,2.36646782384766,2.92553047409053,S79,29
number two,1.09720573211684,1.79999846740754,S79,3
number two,3.61140613515918,4.45075360444747,S79,30
number two,2.38039390020834,3.24266797637008,S79,31
number one,1.42027458456982,2.10418247428947,S79,32
number three,8.07830391013703,9.13867352833362,S79,33
number two,2.04395826632847,2.89109830512221,S79,34
number two,4.48606247893146,5.36977109479048,S79,35
number one,0.869964000655773,1.69599104022871,S79,36
number one,1.56471540752776,2.2760161585349,S79,37
number one,8.2131451228745,9.30832342490205,S79,38
number two,1.27565496038654,1.84266436040975,S79,39
number two,2.8210443070269,3.71774385443319,S79,4
number four,2.34604527042336,3.15514853805048,S79,40
number two,5.94644119689576,7.0347758841419,S79,41
number one,5.54580161585349,6.83136793823947,S79,42
number two,1.65048564391909,2.36576474337366,S79,44
number one,2.0726245903723,2.83719338295838,S79,45
number one,1.81018983331215,2.42361968128708,S79,46
number two,1.67129234016921,2.42481486209431,S79,47
number one,3.79129074863089,4.62430936631354,S79,48
number one,2.06440974743539,3.23631064101785,S79,49
number four,2.51367818874097,3.30868838453334,S79,5
number two,3.4790696058548,4.21415142087163,S79,50
number two,5.31239187578633,6.41924460875604,S79,51
number four,5.00555794286304,5.78351953042251,S79,52
number two,2.46728313724623,3.25608608490783,S79,53
number four,5.33821977412682,6.79423636922952,S79,54
number four,3.05105440519018,4.14086524422929,S79,55
number one,3.60027803106079,4.51905196630507,S79,56
number four,2.67664207887325,3.69203258601031,S79,57
number four,4.34099742296052,5.73414352949412,S79,58
number one,3.40162969655775,4.3532204059528,S79,59
number one,3.24916856490768,4.02404779035904,S79,6
number one,1.17417647286372,1.85402494515272,S79,60
number two,2.10438837955979,2.97581877462602,S79,61
number three,1.87965809372761,2.77725064333884,S79,62
number two,2.29494566480803,3.34154424900207,S79,63
number three,2.9419608673147,3.80121698893476,S79,64
number one,2.63042806854667,3.40850976751383,S79,65
number two,1.39929978392657,2.25382381449737,S79,66
number two,1.45544978457129,2.3492353247825,S79,67
number one,3.05708736145419,3.77492013388079,S79,68
number four,2.76314048088773,3.6909953856441,S79,69
number two,1.58045384630971,2.39849086615421,S79,7
number three,5.1160952528317,5.92058057254854,S79,70
number one,1.3641934308519,2.10416325793789,S79,71
number two,1.16519006541149,1.92621594448773,S79,72
number one,2.36557767130681,3.13625424087859,S79,73
number two,5.07664332410462,6.00313000326044,S79,74
number one,1.24152918096564,1.95265660350249,S79,75
number two,4.74683687837442,5.70869823217671,S79,76
number one,4.4892693623347,5.44706508175976,S79,77
number one,3.30747496734952,4.06226549769651,S79,78
number two,2.01311567757349,2.84431272991189,S79,79
number two,1.86880640520492,2.57904082553682,S79,8
number two,1.17251208850721,1.91127557928127,S79,80
number two,2.03451755757814,2.83212519364637,S79,81
number two,3.46076764461539,4.44965008630043,S79,82
number four,3.04884556552109,3.9852005283023,S79,83
number one,1.50015503683195,2.17977795829949,S79,84
number four,2.91781905461887,3.84065066654878,S79,85
number four,5.60377367919819,6.82854970333652,S79,86
number two,1.18342649358687,1.9943729615323,S79,87
number three,1.97514619863651,2.74745210556467,S79,88
number four,3.68866691350247,4.47916186534186,S79,89
number four,6.76853461687952,7.74187568685747,S79,9
number two,2.03461538744932,2.75277716068827,S79,91
number three,5.39064693822289,6.62083941488862,S79,92
number two,2.64211592809342,3.650653868046,S79,93
number two,1.44762664426724,2.45540313260425,S79,94
number two,2.02306136632828,2.9731217121563,S79,95
number two,6.45482779334317,7.44163924578767,S79,96
number three,3.94992860550665,4.77612797883844,S79,97
number one,6.19658652608078,7.26233430041391,S79,98
number three,4.2821375133319,5.45639985189852,S79,99
number one,3.61946707523264,4.52211517582188,S8,1
number three,2.64783504087795,4.10690222179104,S8,10
number two,1.65414716713965,3.37544516952295,S8,11
number four,1.8219663201544,6.19111856406389,S8,12
number three,3.39727590386171,8.98842744852299,S8,15
number three,3.08662726144663,3.89649925509116,S8,16
number one,3.40370682015145,4.6981209251961,S8,17
number one,2.58335701299385,4.71714684680342,S8,22
number one,1.90221907621541,3.45560733653344,S8,29
number three,2.3473580291207,4.15563181957688,S8,30
number one,1.33595065479775,4.22714547230678,S8,35
number one,4.28739063548402,5.08046957914328,S8,36
number two,4.91449717931242,6.24615075490536,S8,37
number one,1.92290589742041,2.86438863312838,S8,45
number two,1.67076517646255,2.55603538464449,S8,47
number one,2.17625979735632,2.96173447157438,S8,50
number one,1.24861898395858,2.21876185391489,S8,51
number one,1.09437970561203,1.91248562158143,S8,53
number two,1.07016916803496,1.85018970616321,S8,55
number one,4.46571150987378,5.38536452167497,S8,56
number one,1.90809204368206,4.70069253315582,S8,60
number one,3.44193887171277,5.03089906032674,S8,66
number two,1.85863028542059,2.61550072863779,S8,68
number two,2.11808509879271,3.88814314371666,S8,69
number two,2.42420288937173,3.47722128033203,S8,70
number four,1.58039934517174,4.88848335014336,S8,71
number two,1.36952739728953,2.5437399650864,S8,75
number one,1.32383741482361,4.1670730669641,S8,79
number two,2.84773180841087,4.18716571023422,S8,80
number two,6.31538515132785,7.28086443838755,S8,83
number one,1.17538824689442,2.06775223670956,S8,86
number three,5.77775927841164,6.68213455870583,S8,92
number four,2.75484550010993,3.58449274585907,S8,94
number four,4.30635032823785,5.12127667836351,S8,95
number four,7.86515026221699,9.52394500350912,S80,1
number one,7.67522353929387,9.38675216211586,S80,10
number one,4.74585433371832,5.56732236203444,S80,100
number two,8.11603005133817,9.66462543587703,S80,11
number two,4.87730245306896,6.15135374702277,S80,12
number one,2.73469186602342,3.79829056626712,S80,13
number two,3.38980176321815,4.40939094738898,S80,14
number one,3.58939149632233,4.74229887210774,S80,16
number two,6.79005183551894,7.87829724741237,S80,17
number three,5.28446359448193,6.49042390549505,S80,19
number one,2.60291409929799,3.69457012807831,S80,20
number one,3.91362676215897,5.17169677326658,S80,22
number four,6.45471971610198,7.94778806935718,S80,23
number two,5.07205985768258,6.22954738234314,S80,24
number one,6.19558231513564,7.00377019955017,S80,26
number one,2.91846149085142,3.92178316395608,S80,27
number one,7.53420039383205,8.88661306645594,S80,29
number one,3.69140865509486,4.7615988107672,S80,3
number one,4.9062413593653,5.99661271830693,S80,32
number two,1.37491534452936,2.26466633509618,S80,34
number four,7.63967677772436,8.7857276074795,S80,36
number one,2.95316801597433,4.01150096247543,S80,37
number one,5.66102827743608,6.74978223555873,S80,38
number two,3.14562284962726,4.25594762291594,S80,39
number four,5.48710952694103,6.83855086383321,S80,4
number one,6.83381673362548,8.00172261734372,S80,40
number two,3.37017091721606,4.32981928671821,S80,42
number one,3.58667028078494,4.88123550898832,S80,43
number one,2.33662884921096,3.25720445557048,S80,44
number one,3.79732886081592,5.21438235971345,S80,45
number three,6.26832549537551,7.35332317438213,S80,47
number two,5.50623701763402,6.82634842531651,S80,48
number two,1.28045552258271,2.56107191211172,S80,49
number three,5.30348459947207,6.2228382028143,S80,5
number one,4.05737295969024,5.0857041654463,S80,50
number one,2.63074531518538,3.9357271617014,S80,51
number one,2.62261190595924,4.2202085173089,S80,52
number four,4.81517126536507,6.18130797187546,S80,53
number one,3.13789478715938,4.24254871046713,S80,54
number one,1.8930215962908301,2.86776620412584,S80,55
number three,7.53088092751317,8.90455754682052,S80,56
number four,6.00336854980281,7.33309583308005,S80,57
number four,2.9374652191773,4.09080106692013,S80,58
number two,1.61750703205734,2.59846286686893,S80,59
number two,2.61668173654515,3.69709130898501,S80,6
number two,3.75464138257524,5.12275209395971,S80,61
number two,2.71475619069724,3.93874987427953,S80,63
number two,1.69259614162481,2.64748929303647,S80,64
number one,5.4605875355287,6.81644688332956,S80,66
number three,7.41892852445609,8.69490781787939,S80,67
number two,2.90874861246963,4.31558741947903,S80,68
number one,2.88631667560065,3.92031922869337,S80,69
number three,3.25502689957651,4.28150943410129,S80,7
number two,5.97854274035637,7.53474791617162,S80,70
number three,5.9646714910172,7.08074047425632,S80,71
number two,3.72246057903259,4.68481456368088,S80,73
number two,2.85446503865559,4.0439534253994,S80,74
number one,8.22699090944258,9.80924608608675,S80,75
number one,5.22670403466017,8.0347570527805,S80,76
number one,2.68046047956144,3.82608209132556,S80,78
number two,3.06534268914715,4.29685738600883,S80,79
number two,5.9179170852744,7.08433910818592,S80,8
number one,1.8735697799293,2.68071843955562,S80,80
number four,4.64934522381929,5.75643295736925,S80,81
number three,5.31024124331563,6.64695587717893,S80,82
number four,5.29212194425563,6.39906867745744,S80,83
number two,3.99807877377867,5.14049492789263,S80,84
number one,1.50343353761759,2.57052417240928,S80,85
number three,7.00574249683627,8.21065761479247,S80,86
number four,4.32681733229441,5.54973200263046,S80,88
number one,4.22836971214156,5.81814242057505,S80,89
number one,5.39950729731373,6.86833502986897,S80,9
number one,4.52678162215333,5.59740074713882,S80,90
number two,2.11741148818043,3.33396249201007,S80,91
number one,5.65344792777658,6.88908097872239,S80,92
number one,2.07287603500647,3.19501947239768,S80,93
number two,4.76978860171201,5.91333624010124,S80,94
number two,3.8673293250146,5.05304825271566,S80,96
number three,3.21690927678951,4.53740986532712,S80,97
number two,3.87611450234034,5.0226771111369,S80,98
number four,5.08798268465252,6.0012889397297,S80,99
number two,1.85561291909128,2.68046047956144,S81,1
number two,1.62465980315766,2.26564987262167,S81,10
number one,2.21837226339222,3.01435056210407,S81,100
number two,4.2133413941802,5.09883924726132,S81,11
number four,2.1352426211752,2.92942148687257,S81,12
number one,2.4404083401029,3.24723869206497,S81,13
number three,2.27982331714164,2.96383465685218,S81,14
number two,3.91357480506419,4.74854355454611,S81,15
number two,2.18691766552275,2.94110788750919,S81,16
number two,4.66394763765241,5.93605277865276,S81,17
number two,2.51927354012279,3.24177797487801,S81,18
number two,3.53993187331797,4.54044199450698,S81,19
number one,1.36124983099116,2.35356328114782,S81,2
number two,3.95886025225146,4.73013215662653,S81,20
number three,3.55303669932636,4.3693461540587,S81,21
number three,3.44843052216825,4.22263583061169,S81,22
number one,1.69804782351608,2.50539293865394,S81,23
number one,2.93305695644085,3.77717904069291,S81,24
number three,3.6368409069558,4.55249269163392,S81,25
number two,1.47461222279326,2.27555686710103,S81,26
number one,1.52193117701996,2.25841553518239,S81,27
number two,2.97292605241393,3.76172900007553,S81,28
number one,2.35832405488597,3.2874472167421,S81,29
number three,3.18588392638399,4.02704500332492,S81,3
number one,1.49308568886531,2.18593852130617,S81,30
number two,3.4915048768492,4.64650388213775,S81,31
number three,5.0086766966738,5.80630472432678,S81,32
number one,1.39311846276556,2.14522998649771,S81,33
number three,2.11133187810732,2.95595529693058,S81,34
number one,1.45057477006508,2.23538270786246,S81,36
number one,1.4692828738319,2.39947709124267,S81,37
number four,4.07764776530704,5.1790171514043,S81,38
number two,3.48010732199731,4.50842286104802,S81,39
number two,2.82810097426461,3.72704359599242,S81,4
number two,4.23828186254193,5.16098416198323,S81,40
number two,1.89514923434849,2.56068082472632,S81,41
number two,1.65111881091456,2.39685398556932,S81,42
number one,3.48994670925505,4.04219807283867,S81,43
number one,1.93252286454793,2.86556220538581,S81,44
number one,2.87265159494613,3.60071472596621,S81,45
number two,4.48235984607762,5.29740452520028,S81,46
number two,5.40507668488462,6.37163407144607,S81,47
number two,3.86529590270985,4.73367004684354,S81,48
number two,2.82102272178842,3.6907442025822,S81,49
number three,3.08980710150294,3.85634766086234,S81,5
number two,1.2944712537601,1.81426120385874,S81,50
number two,2.79901786612289,3.38833267571854,S81,51
number one,1.63104311521522,2.38696239438099,S81,52
number four,4.78937806587569,5.54725493717661,S81,53
number three,3.95427629031575,5.03540429310094,S81,54
number three,6.32817856175776,7.18012355421454,S81,55
number one,6.43692399851899,7.22198011682333,S81,56
number two,1.89116592892234,2.70174708908746,S81,57
number two,2.1031024165962098,2.99230681322082,S81,58
number four,3.14361630111021,4.05302502804534,S81,59
number two,1.9230310773646,2.69232897686559,S81,6
number three,4.45181051852097,5.5253986085092,S81,60
number two,2.74689402454727,3.5710358372431,S81,61
number two,2.91846429077995,3.58003792429509,S81,62
number three,5.31391050175825,6.24752080696888,S81,63
number two,2.12420734207574,2.94416589576529,S81,64
number one,3.09364088706157,4.01956157540189,S81,65
number two,1.76414193979785,2.49423726631189,S81,66
number four,5.76019185773416,6.85005840061451,S81,67
number two,5.87877906906061,6.60461504114237,S81,68
number two,2.32565995052232,3.04422905810036,S81,7
number two,4.74185624209066,5.44441099266677,S81,71
number one,1.81844749857701,2.65322526346038,S81,73
number four,5.79135739429809,7.25973054372033,S81,74
number four,3.72543733594169,4.63100772006609,S81,75
number three,7.63286396584087,8.70341694251489,S81,76
number one,3.41191676844039,4.18535067815374,S81,78
number two,4.23465814530524,5.23618709969772,S81,79
number one,2.77859728370092,3.54225516927594,S81,8
number two,1.66364405171763,2.49554610579677,S81,80
number one,2.11946185373689,3.00555504162131,S81,81
number one,2.43662916604497,3.41137377387998,S81,82
number one,2.46375603964846,3.32158649108167,S81,83
number one,3.89908935271915,4.69436662853606,S81,84
number one,2.92404488727525,3.46272888402586,S81,85
number one,1.64824263591166,2.3822904483754,S81,88
number one,2.63177333104918,3.44017532710349,S81,89
number one,3.15344540968296,3.9846695679084,S81,9
number three,4.37549457974362,5.27889947703967,S81,90
number three,2.47137226339222,3.15318728021943,S81,93
number two,2.1867309729199,2.85366261966471,S81,94
number two,4.49031407461441,5.16391675370392,S81,95
number one,2.10172064449934,3.20612937143447,S81,96
number two,4.66193649688416,5.3526502023501,S81,97
number four,6.04018947042668,6.92961668241627,S81,98
number one,4.52282091141358,5.50338433255783,S82,1
number two,4.58795985786679,5.62798986499555,S82,10
number three,3.29936344361736,3.86322383586524,S82,100
number two,2.11759420193748,2.92942148687257,S82,11
number two,1.82058491796394,2.69069135208917,S82,12
number two,2.50911309316578,3.91346114270241,S82,13
number three,4.16548826516797,6.46030001602591,S82,14
number one,2.86767523776367,4.70952274849826,S82,15
number one,2.3309725883313,3.40257523426376,S82,16
number one,2.36505475149713,3.10743725120701,S82,17
number one,1.89770509384366,2.74298651429161,S82,18
number four,3.5173413941802,4.78101784770231,S82,19
number two,2.39848703651512,3.5379578500233,S82,2
number two,2.09787948518156,3.0203209215449,S82,20
number three,1.3437996743241,2.13290028938735,S82,21
number one,1.6991935321651,2.63831851765889,S82,22
number three,0.936641382575234,1.80247752044224,S82,23
number one,2.82316174929219,5.29740452520028,S82,24
number one,2.40548065378331,3.52394241541729,S82,25
number two,4.17674945981642,5.04002023685185,S82,26
number four,4.36466552090644,5.8196951135721,S82,27
number two,1.84946099349569,2.76687988306614,S82,28
number one,2.38350038222709,3.15417695179886,S82,29
number one,2.12648722072095,3.1569824212382,S82,3
number two,2.02548534734771,2.78511912774858,S82,30
number one,1.05061832369016,1.87779549837807,S82,31
number four,4.17276995087231,4.89504087711445,S82,32
number two,2.08229736346204,2.98236674458573,S82,33
number two,2.28233013736228,3.58103734404674,S82,34
number two,3.4869250079669,5.01261144176057,S82,35
number one,1.83097247228163,2.87028603848797,S82,37
number four,2.03427396932236,2.65345349816071,S82,38
number two,1.9376634670115,2.5788569549672,S82,39
number four,3.77925656187197,4.6638457460428,S82,4
number two,1.50929451011382,3.00272319759206,S82,40
number two,1.10207133186337,1.80252127300961,S82,41
number two,3.30641438942217,4.23330367803769,S82,42
number two,2.87864370356862,3.88510418865624,S82,43
number three,1.79580343949115,2.41565962079389,S82,44
number four,3.3232259597584,4.2528832816636,S82,45
number four,3.30015402554198,5.69773787142802,S82,46
number one,2.12327756686211,2.878287431084,S82,47
number one,2.67084541631437,3.56800949396818,S82,48
number one,1.98202665274071,3.26030372961532,S82,49
number one,4.52248274267736,5.5830246946328,S82,5
number one,2.6815040958165,4.34522987044804,S82,50
number one,1.52990284248007,2.28870404939663,S82,51
number two,1.47519893676398,2.13735298441066,S82,52
number one,2.28047403895216,2.93437098684586,S82,53
number two,1.68870821244826,2.90408247263162,S82,54
number two,3.25791066938555,5.13214971512569,S82,55
number three,3.55006993926734,4.82600770348757,S82,56
number one,3.94990702026817,4.62924669765009,S82,57
number one,3.73470637039002,4.66847334265415,S82,58
number one,3.50797683427555,5.07971641881773,S82,59
number two,2.01665542458522,2.63171460991654,S82,60
number two,3.33892988205301,4.39713749491131,S82,61
number three,3.9504558541532,5.11083649706837,S82,62
number one,3.58460648662389,4.42108670015529,S82,63
number four,4.25346695992234,5.52629276936878,S82,64
number one,1.15148499919871,1.82409545361605,S82,65
number one,2.6204414289951,3.25169998765821,S82,66
number one,2.95624663317805,3.58569158418851,S82,67
number one,1.92559298986315,2.5720952528317,S82,68
number four,4.50571777825671,5.61722675552756,S82,69
number one,1.39233176389971,2.20129801002448,S82,7
number one,1.9834018247429,3.11200740507413,S82,70
number four,4.51277576809224,5.63260053309166,S82,71
number one,1.47326921128592,2.38836147077298,S82,73
number two,1.9600110007718199,3.10205115395739,S82,74
number three,2.35205463544746,3.08500577853671,S82,75
number two,2.76720919887045,3.54620006410363,S82,76
number two,2.83384133615537,3.73655689841602,S82,77
number two,4.93316196665506,6.05895151886912,S82,79
number three,2.57749086615421,3.58103734404674,S82,8
number three,6.15729543851118,8.19547113771043,S82,80
number one,4.18134255467689,4.93190307457941,S82,81
number one,1.38826976021928,2.0768217090248,S82,82
number one,4.14609432443435,5.27058776762804,S82,83
number two,2.83833060156096,3.91970927163175,S82,84
number one,3.21971553831389,3.88448517972041,S82,85
number one,1.44047287845547,2.49496748214585,S82,86
number two,6.57478853355586,9.29745825619715,S82,87
number four,3.37631563299568,4.36518514343187,S82,88
number two,5.99309722567608,9.3580548675468,S82,89
number one,2.17158498243598,3.07505254655342,S82,9
number four,5.56001123471322,6.38890229723084,S82,90
number two,4.72640920218615,6.39471935321651,S82,92
number one,1.67399869950688,2.39516848017301,S82,93
number four,4.71139254076935,5.45692877313395,S82,94
number one,1.1467860965128,1.72496585745048,S82,95
number one,1.74488508688068,2.37424797419645,S82,96
number four,6.10117662207044,7.06056338246103,S82,97
number two,2.61649562419065,3.27963592824078,S82,98
number three,3.95890063753636,5.1320235341361,S82,99
number two,2.92006217867597,3.78032096943841,S83,1
number four,2.04065507643621,3.043496552588,S83,10
number three,4.57629515886959,5.32692899426773,S83,100
number two,3.57708051452371,4.43467596537667,S83,11
number one,3.03065910685964,3.85153478450682,S83,12
number two,2.28989019306613,3.0472500630905,S83,13
number one,4.12811080348739,5.21757349351872,S83,14
number two,5.28954847836779,6.57631317937411,S83,15
number four,6.11050610365999,7.20037264654034,S83,16
number four,5.4560661427853,6.34832877976536,S83,17
number one,2.50436046132507,3.35150050011881,S83,18
number two,1.03886883992698,1.84410616150061,S83,19
number two,5.24922871179341,6.44916902910636,S83,2
number four,1.84520298192388,2.57125480639047,S83,20
number one,1.73058138489623,2.46007018610314,S83,21
number one,2.20322857916522,2.95242186817863,S83,22
number one,1.7884293598295,2.50941114003143,S83,23
number two,4.27045769436938,5.02255006990611,S83,24
number one,2.1516294294593,2.87425621372297,S83,25
number three,2.88066807399916,3.56088508688068,S83,26
number one,2.30343537967583,2.96856809076189,S83,27
number two,2.80959330669717,3.47302705062529,S83,28
number two,3.91484922753288,4.66677275080084,S83,29
number one,3.94348947355817,4.69746533522697,S83,3
number two,8.42476577308421,9.16818824361589,S83,30
number one,1.37362830396171,2.04258965942185,S83,31
number one,2.88798291675186,3.90368675799591,S83,32
number one,1.2702591149647,1.99619157405719,S83,33
number two,1.07133094970997,1.60268292835683,S83,34
number four,3.26884236586593,4.16670423360246,S83,35
number two,3.00162903341678,4.03825762473958,S83,36
number two,2.41622169907768,3.31323632133601,S83,37
number three,5.84489011201556,7.04837160209332,S83,38
number three,5.7383965177731,7.19278377551942,S83,39
number two,2.39343887590238,3.02450943410129,S83,4
number three,3.12298442539756,3.84048819701181,S83,40
number two,2.48859375431732,3.24278397630376,S83,41
number three,1.57476137793325,2.46162223437981,S83,42
