Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	Face1	Face2	Face3	Face4	Ethnicity1	Gender1	EG1	Ethnicity2	Gender2	EG2	Ethnicity3	Gender3	EG3	Ethnicity4	Gender4	EG4	CorrectAnswer	XCoorFace1	XCoorFace2	XCoorFace3	XCoorFace4	Cycle	Sample	TwoAFCVoiceSoundIn1.Filename	TwoAFCVoice.OnsetDelay	TwoAFCVoice.OnsetTime	TwoAFCVoice.DurationError	TwoAFCVoice.RTTime	TwoAFCVoice.ACC	TwoAFCVoice.RT	TwoAFCVoice.RESP	TwoAFCVoice.CRESP	TwoAFCVoice.OnsetToOnsetTime	TwoAFCVoice.DEVICE	Confidence.DEVICE	Confidence.OnsetDelay	Confidence.OnsetTime	Confidence.DurationError	Confidence.RTTime	Confidence.ACC	Confidence.RT	Confidence.RESP	Confidence.CRESP	Confidence.OnsetToOnsetTime	Justinification.OnsetDelay	Justinification.OnsetTime	Justinification.DurationError	Justinification.RTTime	Justinification.ACC	Justinification.RT	Justinification.RESP	Justinification.CRESP	Justinification.OnsetToOnsetTime	FourAFCVoiceSoundIn1.Filename	FourAFCVoice.OnsetDelay	FourAFCVoice.OnsetTime	FourAFCVoice.DurationError	FourAFCVoice.RTTime	FourAFCVoice.ACC	FourAFCVoice.RT	FourAFCVoice.RESP	FourAFCVoice.CRESP	FourAFCVoice.OnsetToOnsetTime	FourAFCVoice.DEVICE	Justinification.DEVICE	Subject
2	TestList_24	Acoustic Content Analysis CSUN-1-1	102	twoafcproc	TestList	./stimuli/LF-250.jpg	./stimuli/LM-230.jpg	?	?	L	F	LF	L	M	LM	?	?	?	?	?	?	2	60%	40%	?	?	1	1	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-1.wav	225	1792661	6	0	0	0		2	10015	Keyboard	Keyboard	15	1802676	-999999	1807348	0	4672	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_63	Acoustic Content Analysis CSUN-1-1	103	fourafcproc	TestList	./stimuli/WM-019.jpg	./stimuli/LF-248.jpg	./stimuli/LF-236.jpg	./stimuli/BM-043.jpg	W	M	WM	L	F	LF	L	F	LF	B	M	BM	4	80%	20%	40%	60%	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	49	1815725	-999999	1818068	0	2343	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-2.wav	17	1807893	6	1815676	0	7783	1	4	0	Keyboard	NA	S1
2	TestList_38	Acoustic Content Analysis CSUN-1-1	104	twoafcproc	TestList	./stimuli/AM-218.jpg	./stimuli/LM-227.jpg	?	?	A	M	AM	L	M	LM	?	?	?	?	?	?	2	60%	40%	?	?	1	3	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-3.wav	17	1818625	6	1824860	1	6235	2	2	0	Keyboard	Keyboard	31	1824891	-999999	1828716	0	3825	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_86	Acoustic Content Analysis CSUN-1-1	105	fourafcproc	TestList	./stimuli/WM-029.jpg	./stimuli/BM-039.jpg	./stimuli/BM-004.jpg	./stimuli/BF-255.jpg	W	M	WM	B	M	BM	B	M	BM	B	F	BF	2	40%	20%	60%	80%	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	32	1836956	-999999	1838124	0	1168	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-4.wav	17	1829274	6	1836924	1	7650	2	2	0	Keyboard	NA	S1
2	TestList_3	Acoustic Content Analysis CSUN-1-1	106	twoafcproc	TestList	./stimuli/BM-217.jpg	./stimuli/WF-230.jpg	?	?	B	M	BM	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	5	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-5.wav	17	1838673	6	1842260	1	3587	2	2	0	Keyboard	Keyboard	29	1842289	-999999	1843412	0	1123	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_78	Acoustic Content Analysis CSUN-1-1	107	fourafcproc	TestList	./stimuli/LM-217.jpg	./stimuli/BM-016.jpg	./stimuli/LF-208.jpg	./stimuli/BF-050.jpg	L	M	LM	B	M	BM	L	F	LF	B	F	BF	1	20%	40%	60%	80%	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	1851039	-999999	1852796	0	1757	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-6.wav	17	1843956	6	1851004	0	7048	2	1	0	Keyboard	NA	S1
2	TestList_2	Acoustic Content Analysis CSUN-1-1	108	twoafcproc	TestList	./stimuli/BF-040.jpg	./stimuli/WF-239.jpg	?	?	B	F	BF	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	7	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-7.wav	17	1853355	6	1857980	1	4625	1	1	0	Keyboard	Keyboard	41	1858021	-999999	1859060	0	1039	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_82	Acoustic Content Analysis CSUN-1-1	109	fourafcproc	TestList	./stimuli/WF-025.jpg	./stimuli/AM-229.jpg	./stimuli/WM-017.jpg	./stimuli/LM-251.jpg	W	F	WF	A	M	AM	W	M	WM	L	M	LM	4	80%	20%	40%	60%	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	42	1863054	-999999	1864132	0	1078	3		0	39	1864171	-999999	1906836	0	42665	 I chose the face because  I remembered specifically the mental notes  I created in my mind of who the person reminded me of  		0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-8.wav	16	1859604	7	1863012	1	3408	4	4	0	Keyboard	Keyboard	S1
2	TestList_87	Acoustic Content Analysis CSUN-1-1	110	fourafcproc	TestList	./stimuli/BF-027.jpg	./stimuli/BM-230.jpg	./stimuli/LF-229.jpg	./stimuli/AF-231.jpg	B	F	BF	B	M	BM	L	F	LF	A	F	AF	4	80%	20%	40%	60%	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	1912933	-999999	1914020	0	1087	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-9.wav	17	1907417	8	1912892	1	5475	4	4	0	Keyboard	NA	S1
2	TestList_29	Acoustic Content Analysis CSUN-1-1	111	twoafcproc	TestList	./stimuli/AM-238.jpg	./stimuli/WF-224.jpg	?	?	A	M	AM	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	10	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-10.wav	17	1914566	9	1917388	1	2822	1	1	0	Keyboard	Keyboard	28	1917416	-999999	1920212	0	2796	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_49	Acoustic Content Analysis CSUN-1-1	112	twoafcproc	TestList	./stimuli/BF-243.jpg	./stimuli/BM-232.jpg	?	?	B	F	BF	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	11	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-11.wav	16	1920765	9	1923284	1	2519	1	1	0	Keyboard	Keyboard	31	1923315	-999999	1925532	0	2217	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_60	Acoustic Content Analysis CSUN-1-1	113	fourafcproc	TestList	./stimuli/LF-207.jpg	./stimuli/BM-213.jpg	./stimuli/BM-215.jpg	./stimuli/BM-245.jpg	L	F	LF	B	M	BM	B	M	BM	B	M	BM	2	40%	20%	60%	80%	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	33	1931581	-999999	1932468	0	887	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-12.wav	17	1926082	9	1931548	1	5466	2	2	0	Keyboard	NA	S1
2	TestList_28	Acoustic Content Analysis CSUN-1-1	114	twoafcproc	TestList	./stimuli/AM-253.jpg	./stimuli/BM-237.jpg	?	?	A	M	AM	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	13	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-13.wav	16	1933014	9	1936260	1	3246	1	1	0	Keyboard	Keyboard	37	1936297	-999999	1937636	0	1339	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_56	Acoustic Content Analysis CSUN-1-1	115	fourafcproc	TestList	./stimuli/AF-244.jpg	./stimuli/AF-245.jpg	./stimuli/LF-227.jpg	./stimuli/BF-241.jpg	A	F	AF	A	F	AF	L	F	LF	B	F	BF	4	80%	20%	40%	60%	1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	1941547	-999999	1943564	0	2017	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-14.wav	16	1938180	10	1941516	1	3336	4	4	0	Keyboard	NA	S1
2	TestList_27	Acoustic Content Analysis CSUN-1-1	116	twoafcproc	TestList	./stimuli/BM-001.jpg	./stimuli/AF-200.jpg	?	?	B	M	BM	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	15	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-15.wav	16	1944113	9	1946516	1	2403	1	1	0	Keyboard	Keyboard	47	1946563	-999999	1947452	0	889	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_14	Acoustic Content Analysis CSUN-1-1	117	twoafcproc	TestList	./stimuli/AF-237.jpg	./stimuli/BM-211.jpg	?	?	A	F	AF	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	16	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-16.wav	16	1947996	9	1950372	1	2376	1	1	0	Keyboard	Keyboard	41	1950413	-999999	1951484	0	1071	3		0	45	1951529	-999999	1982620	0	31091	 I could recognize a few of the faces because some of them in this round had unique features that stood out to me  		0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	S1
2	TestList_55	Acoustic Content Analysis CSUN-1-1	118	fourafcproc	TestList	./stimuli/WF-237.jpg	./stimuli/BF-047.jpg	./stimuli/WF-227.jpg	./stimuli/BF-231.jpg	W	F	WF	B	F	BF	W	F	WF	B	F	BF	3	60%	20%	40%	80%	1	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	1988492	-999999	1989612	0	1120	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-17.wav	17	1983193	6	1988452	1	5259	3	3	0	Keyboard	NA	S1
2	TestList_23	Acoustic Content Analysis CSUN-1-1	119	twoafcproc	TestList	./stimuli/WM-248.jpg	./stimuli/LM-204.jpg	?	?	W	M	WM	L	M	LM	?	?	?	?	?	?	1	40%	60%	?	?	1	18	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-18.wav	17	1990159	7	1993876	1	3717	1	1	0	Keyboard	Keyboard	33	1993909	-999999	1994900	0	991	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_98	Acoustic Content Analysis CSUN-1-1	120	fourafcproc	TestList	./stimuli/BF-222.jpg	./stimuli/AM-212.jpg	./stimuli/AM-245.jpg	./stimuli/BM-026.jpg	B	F	BF	A	M	AM	A	M	AM	B	M	BM	3	60%	20%	40%	80%	1	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	1998475	-999999	1999420	0	945	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-19.wav	17	1995459	6	1998444	1	2985	3	3	0	Keyboard	NA	S1
2	TestList_65	Acoustic Content Analysis CSUN-1-1	121	fourafcproc	TestList	./stimuli/AF-241.jpg	./stimuli/LF-235.jpg	./stimuli/AM-223.jpg	./stimuli/WM-023.jpg	A	F	AF	L	F	LF	A	M	AM	W	M	WM	1	20%	40%	60%	80%	1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	34	2003974	-999999	2005636	0	1662	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-20.wav	17	1999975	6	2003940	1	3965	1	1	0	Keyboard	NA	S1
2	TestList_64	Acoustic Content Analysis CSUN-1-1	122	fourafcproc	TestList	./stimuli/WF-029.jpg	./stimuli/BF-020.jpg	./stimuli/BF-208.jpg	./stimuli/AM-242.jpg	W	F	WF	B	F	BF	B	F	BF	A	M	AM	2	40%	20%	60%	80%	1	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	2011740	-999999	2013771	0	2031	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-21.wav	17	2006191	6	2011700	1	5509	2	2	0	Keyboard	NA	S1
2	TestList_57	Acoustic Content Analysis CSUN-1-1	123	fourafcproc	TestList	./stimuli/BM-015.jpg	./stimuli/BM-250.jpg	./stimuli/WF-023.jpg	./stimuli/BM-241.jpg	B	M	BM	B	M	BM	W	F	WF	B	M	BM	3	60%	20%	40%	80%	1	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	2016756	-999999	2017812	0	1056	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-22.wav	16	2014323	7	2016716	1	2393	3	3	0	Keyboard	NA	S1
2	TestList_90	Acoustic Content Analysis CSUN-1-1	124	fourafcproc	TestList	./stimuli/BF-051.jpg	./stimuli/WM-252.jpg	./stimuli/LF-203.jpg	./stimuli/WM-040.jpg	B	F	BF	W	M	WM	L	F	LF	W	M	WM	3	60%	20%	40%	80%	1	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	32	2025356	-999999	2028228	0	2872	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-23.wav	16	2018356	7	2025324	1	6968	3	3	0	Keyboard	NA	S1
2	TestList_66	Acoustic Content Analysis CSUN-1-1	125	fourafcproc	TestList	./stimuli/WF-021.jpg	./stimuli/AF-249.jpg	./stimuli/BF-248.jpg	./stimuli/WF-038.jpg	W	F	WF	A	F	AF	B	F	BF	W	F	WF	4	80%	20%	40%	60%	1	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	46	2033722	-999999	2034844	0	1122	2		0	44	2034888	-999999	2059284	0	24396	 I recognized people that really stood out to me because of traits like hair  nose  and eyes  		0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-24.wav	17	2028772	7	2033676	0	4904	1	4	0	Keyboard	Keyboard	S1
2	TestList_46	Acoustic Content Analysis CSUN-1-1	126	twoafcproc	TestList	./stimuli/BM-025.jpg	./stimuli/BF-212.jpg	?	?	B	M	BM	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	25	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-25.wav	16	2059852	7	2065139	0	5287	2	1	0	Keyboard	Keyboard	29	2065169	-999999	2067812	0	2643	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_89	Acoustic Content Analysis CSUN-1-1	127	fourafcproc	TestList	./stimuli/BM-017.jpg	./stimuli/WM-254.jpg	./stimuli/BM-021.jpg	./stimuli/WF-235.jpg	B	M	BM	W	M	WM	B	M	BM	W	F	WF	3	60%	20%	40%	80%	1	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	34	2074518	-999999	2075612	0	1094	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-26.wav	16	2068368	7	2074484	1	6116	3	3	0	Keyboard	NA	S1
2	TestList_41	Acoustic Content Analysis CSUN-1-1	128	twoafcproc	TestList	./stimuli/BM-036.jpg	./stimuli/WF-013.jpg	?	?	B	M	BM	W	F	WF	?	?	?	?	?	?	2	60%	40%	?	?	1	27	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-27.wav	17	2076168	6	2079715	1	3547	2	2	0	Keyboard	Keyboard	35	2079751	-999999	2080892	0	1141	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_80	Acoustic Content Analysis CSUN-1-1	129	fourafcproc	TestList	./stimuli/WF-201.jpg	./stimuli/WF-200.jpg	./stimuli/AM-226.jpg	./stimuli/AM-239.jpg	W	F	WF	W	F	WF	A	M	AM	A	M	AM	4	80%	20%	40%	60%	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	42	2088950	-999999	2090083	0	1133	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-28.wav	16	2081450	7	2088907	0	7457	1	4	0	Keyboard	NA	S1
2	TestList_92	Acoustic Content Analysis CSUN-1-1	130	fourafcproc	TestList	./stimuli/AM-206.jpg	./stimuli/WF-027.jpg	./stimuli/AM-217.jpg	./stimuli/BM-038.jpg	A	M	AM	W	F	WF	A	M	AM	B	M	BM	2	40%	20%	60%	80%	1	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	27	2097599	-999999	2101315	0	3716	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-29.wav	17	2090633	6	2097571	0	6938	3	2	0	Keyboard	NA	S1
2	TestList_77	Acoustic Content Analysis CSUN-1-1	131	fourafcproc	TestList	./stimuli/BF-230.jpg	./stimuli/BF-206.jpg	./stimuli/AF-204.jpg	./stimuli/BM-234.jpg	B	F	BF	B	F	BF	A	F	AF	B	M	BM	2	40%	20%	60%	80%	1	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	30	2107898	-999999	2109204	0	1306	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-30.wav	16	2101865	7	2107867	1	6002	2	2	0	Keyboard	NA	S1
2	TestList_12	Acoustic Content Analysis CSUN-1-1	132	twoafcproc	TestList	./stimuli/BF-012.jpg	./stimuli/BF-014.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	31	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-31.wav	17	2109748	6	2113411	0	3663	1	2	0	Keyboard	Keyboard	36	2113448	-999999	2114715	0	1267	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_5	Acoustic Content Analysis CSUN-1-1	133	twoafcproc	TestList	./stimuli/WF-242.jpg	./stimuli/BF-009.jpg	?	?	W	F	WF	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	32	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-32.wav	17	2115264	7	2117627	1	2363	2	2	0	Keyboard	Keyboard	36	2117664	-999999	2118515	0	851	3		0	64	2118580	-999999	2158395	0	39815	 I recognized a   n ethnic descent of a particular face  		0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	S1
2	TestList_71	Acoustic Content Analysis CSUN-1-1	134	fourafcproc	TestList	./stimuli/BM-044.jpg	./stimuli/LF-210.jpg	./stimuli/LF-251.jpg	./stimuli/LF-232.jpg	B	M	BM	L	F	LF	L	F	LF	L	F	LF	4	80%	20%	40%	60%	1	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	30	2163626	-999999	2165291	0	1665	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-33.wav	17	2158977	6	2163595	0	4618	3	4	0	Keyboard	NA	S1
2	TestList_11	Acoustic Content Analysis CSUN-1-1	135	twoafcproc	TestList	./stimuli/AM-211.jpg	./stimuli/LF-222.jpg	?	?	A	M	AM	L	F	LF	?	?	?	?	?	?	1	40%	60%	?	?	1	34	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-34.wav	17	2165843	6	2168019	1	2176	1	1	0	Keyboard	Keyboard	39	2168059	-999999	2169027	0	968	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_88	Acoustic Content Analysis CSUN-1-1	136	fourafcproc	TestList	./stimuli/AF-239.jpg	./stimuli/WM-004.jpg	./stimuli/AF-215.jpg	./stimuli/AM-213.jpg	A	F	AF	W	M	WM	A	F	AF	A	M	AM	3	60%	20%	40%	80%	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	39	2173659	-999999	2175251	0	1592	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-35.wav	17	2169576	6	2173619	1	4043	3	3	0	Keyboard	NA	S1
2	TestList_40	Acoustic Content Analysis CSUN-1-1	137	twoafcproc	TestList	./stimuli/WF-206.jpg	./stimuli/WM-010.jpg	?	?	W	F	WF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	36	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-36.wav	16	2175808	7	2179499	1	3691	1	1	0	Keyboard	Keyboard	25	2179525	-999999	2180235	0	710	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_26	Acoustic Content Analysis CSUN-1-1	138	twoafcproc	TestList	./stimuli/LM-232.jpg	./stimuli/LM-210.jpg	?	?	L	M	LM	L	M	LM	?	?	?	?	?	?	2	60%	40%	?	?	1	37	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-37.wav	16	2180791	7	2183563	1	2772	2	2	0	Keyboard	Keyboard	27	2183591	-999999	2184843	0	1252	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_61	Acoustic Content Analysis CSUN-1-1	139	fourafcproc	TestList	./stimuli/WM-203.jpg	./stimuli/AF-248.jpg	./stimuli/WF-222.jpg	./stimuli/BM-045.jpg	W	M	WM	A	F	AF	W	F	WF	B	M	BM	2	40%	20%	60%	80%	1	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	34	2191374	-999999	2193123	0	1749	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-38.wav	17	2185391	7	2191339	0	5948	1	2	0	Keyboard	NA	S1
2	TestList_95	Acoustic Content Analysis CSUN-1-1	140	fourafcproc	TestList	./stimuli/LM-213.jpg	./stimuli/LM-236.jpg	./stimuli/BM-221.jpg	./stimuli/AM-248.jpg	L	M	LM	L	M	LM	B	M	BM	A	M	AM	4	80%	20%	40%	60%	1	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	2198223	-999999	2199059	0	836	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-39.wav	16	2193673	7	2198179	0	4506	3	4	0	Keyboard	NA	S1
2	TestList_20	Acoustic Content Analysis CSUN-1-1	141	twoafcproc	TestList	./stimuli/BM-206.jpg	./stimuli/BM-228.jpg	?	?	B	M	BM	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	40	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-40.wav	16	2199606	7	2202499	1	2893	1	1	0	Keyboard	Keyboard	39	2202539	-999999	2203419	0	880	3		0	53	2203473	-999999	2228731	0	25258	 I had a hard time recognizing some of these faces but  I chose the ones  that  I believe  I made a mental note of  		0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	S1
2	TestList_54	Acoustic Content Analysis CSUN-1-1	142	fourafcproc	TestList	./stimuli/LM-249.jpg	./stimuli/AF-243.jpg	./stimuli/LF-239.jpg	./stimuli/BM-238.jpg	L	M	LM	A	F	AF	L	F	LF	B	M	BM	4	80%	20%	40%	60%	1	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	2236553	-999999	2237283	0	730	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-41.wav	17	2229304	6	2236515	0	7211	1	4	0	Keyboard	NA	S1
2	TestList_70	Acoustic Content Analysis CSUN-1-1	143	fourafcproc	TestList	./stimuli/WM-207.jpg	./stimuli/AM-216.jpg	./stimuli/BF-252.jpg	./stimuli/WF-233.jpg	W	M	WM	A	M	AM	B	F	BF	W	F	WF	1	20%	40%	60%	80%	1	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	2244102	-999999	2245267	0	1165	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-42.wav	17	2237836	7	2244067	0	6231	3	1	0	Keyboard	NA	S1
2	TestList_19	Acoustic Content Analysis CSUN-1-1	144	twoafcproc	TestList	./stimuli/AF-207.jpg	./stimuli/AM-221.jpg	?	?	A	F	AF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	43	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-43.wav	17	2245819	6	2248355	1	2536	2	2	0	Keyboard	Keyboard	30	2248385	-999999	2249299	0	914	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_31	Acoustic Content Analysis CSUN-1-1	145	twoafcproc	TestList	./stimuli/LF-254.jpg	./stimuli/AM-210.jpg	?	?	L	F	LF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	44	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-44.wav	17	2249852	6	2256531	1	6679	2	2	0	Keyboard	Keyboard	36	2256568	-999999	2257315	0	747	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_37	Acoustic Content Analysis CSUN-1-1	146	twoafcproc	TestList	./stimuli/WF-205.jpg	./stimuli/BF-024.jpg	?	?	W	F	WF	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	45	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-45.wav	17	2257868	6	2262723	1	4855	2	2	0	Keyboard	Keyboard	44	2262767	-999999	2263675	0	908	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
2	TestList_76	Acoustic Content Analysis CSUN-1-1	147	fourafcproc	TestList	./stimuli/BM-002.jpg	./stimuli/WM-208.jpg	./stimuli/LF-228.jpg	./stimuli/AM-234.jpg	B	M	BM	W	M	WM	L	F	LF	A	M	AM	1	20%	40%	60%	80%	1	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	2270583	-999999	2271587	0	1004	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-1-1FourAFCVoice-46.wav	17	2264234	6	2270539	1	6305	1	1	0	Keyboard	NA	S1
2	TestList_9	Acoustic Content Analysis CSUN-1-1	148	twoafcproc	TestList	./stimuli/BF-226.jpg	./stimuli/BF-016.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	47	Acoustic Content Analysis CSUN-1-1TwoAFCVoice-47.wav	17	2272133	6	2275371	0	3238	2	1	0	Keyboard	Keyboard	28	2275399	-999999	2277819	0	2420	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S1
