Eprime.Level	Eprime.LevelName	Eprime.Basename	Eprime.FrameNumber	Procedure	Running	Face1	Face2	Face3	Face4	Ethnicity1	Gender1	EG1	Ethnicity2	Gender2	EG2	Ethnicity3	Gender3	EG3	Ethnicity4	Gender4	EG4	CorrectAnswer	XCoorFace1	XCoorFace2	XCoorFace3	XCoorFace4	Cycle	Sample	TwoAFCVoiceSoundIn1.Filename	TwoAFCVoice.OnsetDelay	TwoAFCVoice.OnsetTime	TwoAFCVoice.DurationError	TwoAFCVoice.RTTime	TwoAFCVoice.ACC	TwoAFCVoice.RT	TwoAFCVoice.RESP	TwoAFCVoice.CRESP	TwoAFCVoice.OnsetToOnsetTime	TwoAFCVoice.DEVICE	Confidence.DEVICE	Confidence.OnsetDelay	Confidence.OnsetTime	Confidence.DurationError	Confidence.RTTime	Confidence.ACC	Confidence.RT	Confidence.RESP	Confidence.CRESP	Confidence.OnsetToOnsetTime	Justinification.OnsetDelay	Justinification.OnsetTime	Justinification.DurationError	Justinification.RTTime	Justinification.ACC	Justinification.RT	Justinification.RESP	Justinification.CRESP	Justinification.OnsetToOnsetTime	FourAFCVoiceSoundIn1.Filename	FourAFCVoice.OnsetDelay	FourAFCVoice.OnsetTime	FourAFCVoice.DurationError	FourAFCVoice.RTTime	FourAFCVoice.ACC	FourAFCVoice.RT	FourAFCVoice.RESP	FourAFCVoice.CRESP	FourAFCVoice.OnsetToOnsetTime	FourAFCVoice.DEVICE	Justinification.DEVICE	Subject
2	TestList_2	Acoustic Content Analysis CSUN-86-1	181	twoafcproc	TestList	./stimuli/WF-025.jpg	./stimuli/AF-220.jpg	?	?	W	F	WF	A	F	AF	?	?	?	?	?	?	1	40%	60%	?	?	1	80	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-80.wav	16	4237619	7	4239824	1	2205	1	1	0	Keyboard	Keyboard	45	4239869	-999999	4240480	0	611	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_85	Acoustic Content Analysis CSUN-86-1	182	fourafcproc	TestList	./stimuli/AF-230.jpg	./stimuli/WF-028.jpg	./stimuli/BF-200.jpg	./stimuli/LM-211.jpg	A	F	AF	W	F	WF	B	F	BF	L	M	LM	3	60%	20%	40%	80%	1	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	4244419	-999999	4244816	0	397	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-81.wav	17	4241036	7	4244384	0	3348	4	3	0	Keyboard	NA	S86
2	TestList_93	Acoustic Content Analysis CSUN-86-1	183	fourafcproc	TestList	./stimuli/WM-034.jpg	./stimuli/AM-205.jpg	./stimuli/BM-023.jpg	./stimuli/BF-223.jpg	W	M	WM	A	M	AM	B	M	BM	B	F	BF	3	60%	20%	40%	80%	1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	25	4252785	-999999	4253248	0	463	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-82.wav	17	4245369	7	4252760	1	7391	3	3	0	Keyboard	NA	S86
2	TestList_82	Acoustic Content Analysis CSUN-86-1	184	fourafcproc	TestList	./stimuli/BF-033.jpg	./stimuli/AF-211.jpg	./stimuli/AM-226.jpg	./stimuli/WF-210.jpg	B	F	BF	A	F	AF	A	M	AM	W	F	WF	1	20%	40%	60%	80%	1	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	4257201	-999999	4257864	0	663	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-83.wav	16	4253801	7	4257160	0	3359	3	1	0	Keyboard	NA	S86
2	TestList_1	Acoustic Content Analysis CSUN-86-1	185	twoafcproc	TestList	./stimuli/AM-236.jpg	./stimuli/LF-251.jpg	?	?	A	M	AM	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	84	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-84.wav	16	4258417	7	4260904	0	2487	1	2	0	Keyboard	Keyboard	30	4260934	-999999	4262000	0	1066	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_54	Acoustic Content Analysis CSUN-86-1	186	fourafcproc	TestList	./stimuli/WF-207.jpg	./stimuli/BF-006.jpg	./stimuli/WM-011.jpg	./stimuli/BM-026.jpg	W	F	WF	B	F	BF	W	M	WM	B	M	BM	4	80%	20%	40%	60%	1	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	36	4268916	-999999	4269256	0	340	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-85.wav	16	4262550	7	4268880	1	6330	4	4	0	Keyboard	NA	S86
2	TestList_43	Acoustic Content Analysis CSUN-86-1	187	twoafcproc	TestList	./stimuli/WF-017.jpg	./stimuli/WM-233.jpg	?	?	W	F	WF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	86	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-86.wav	17	4269800	7	4272224	1	2424	1	1	0	Keyboard	Keyboard	42	4272266	-999999	4272712	0	446	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_8	Acoustic Content Analysis CSUN-86-1	188	twoafcproc	TestList	./stimuli/WF-240.jpg	./stimuli/WM-009.jpg	?	?	W	F	WF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	87	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-87.wav	17	4273266	7	4277024	1	3758	1	1	0	Keyboard	Keyboard	42	4277066	-999999	4277720	0	654	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_38	Acoustic Content Analysis CSUN-86-1	189	twoafcproc	TestList	./stimuli/LM-241.jpg	./stimuli/LF-245.jpg	?	?	L	M	LM	L	F	LF	?	?	?	?	?	?	1	40%	60%	?	?	1	88	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-88.wav	17	4278266	7	4281208	1	2942	1	1	0	Keyboard	Keyboard	41	4281249	-999999	4282600	0	1351	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_58	Acoustic Content Analysis CSUN-86-1	190	fourafcproc	TestList	./stimuli/BF-015.jpg	./stimuli/BF-036.jpg	./stimuli/WM-004.jpg	./stimuli/LM-208.jpg	B	F	BF	B	F	BF	W	M	WM	L	M	LM	1	20%	40%	60%	80%	1	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	30	4286598	-999999	4287440	0	842	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-89.wav	16	4283148	8	4286568	1	3420	1	1	0	Keyboard	NA	S86
2	TestList_19	Acoustic Content Analysis CSUN-86-1	191	twoafcproc	TestList	./stimuli/BM-249.jpg	./stimuli/WF-021.jpg	?	?	B	M	BM	W	F	WF	?	?	?	?	?	?	1	40%	60%	?	?	1	90	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-90.wav	17	4287998	7	4290512	1	2514	1	1	0	Keyboard	Keyboard	36	4290548	-999999	4290944	0	396	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_56	Acoustic Content Analysis CSUN-86-1	192	fourafcproc	TestList	./stimuli/AF-250.jpg	./stimuli/WM-244.jpg	./stimuli/LM-214.jpg	./stimuli/WM-026.jpg	A	F	AF	W	M	WM	L	M	LM	W	M	WM	2	40%	20%	60%	80%	1	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	44	4298397	-999999	4298896	0	499	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-91.wav	17	4291498	7	4298352	0	6854	4	2	0	Keyboard	NA	S86
2	TestList_30	Acoustic Content Analysis CSUN-86-1	193	twoafcproc	TestList	./stimuli/WM-214.jpg	./stimuli/BM-027.jpg	?	?	W	M	WM	B	M	BM	?	?	?	?	?	?	1	40%	60%	?	?	1	92	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-92.wav	17	4299447	7	4301552	1	2105	1	1	0	Keyboard	Keyboard	45	4301597	-999999	4301872	0	275	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_14	Acoustic Content Analysis CSUN-86-1	194	twoafcproc	TestList	./stimuli/BF-020.jpg	./stimuli/AM-206.jpg	?	?	B	F	BF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	93	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-93.wav	17	4302430	6	4304976	1	2546	2	2	0	Keyboard	Keyboard	37	4305013	-999999	4305432	0	419	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_20	Acoustic Content Analysis CSUN-86-1	195	twoafcproc	TestList	./stimuli/WM-017.jpg	./stimuli/LM-233.jpg	?	?	W	M	WM	L	M	LM	?	?	?	?	?	?	1	40%	60%	?	?	1	94	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-94.wav	17	4305980	7	4308488	1	2508	1	1	0	Keyboard	Keyboard	42	4308530	-999999	4309112	0	582	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_23	Acoustic Content Analysis CSUN-86-1	196	twoafcproc	TestList	./stimuli/AF-231.jpg	./stimuli/BF-204.jpg	?	?	A	F	AF	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	95	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-95.wav	17	4309663	6	4312240	1	2577	2	2	0	Keyboard	Keyboard	39	4312279	-999999	4312896	0	617	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_9	Acoustic Content Analysis CSUN-86-1	197	twoafcproc	TestList	./stimuli/BM-011.jpg	./stimuli/BF-245.jpg	?	?	B	M	BM	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	96	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-96.wav	17	4313446	7	4315720	1	2274	2	2	0	Keyboard	Keyboard	42	4315762	-999999	4316080	0	318	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_83	Acoustic Content Analysis CSUN-86-1	198	fourafcproc	TestList	./stimuli/BM-037.jpg	./stimuli/BF-019.jpg	./stimuli/AM-251.jpg	./stimuli/LM-230.jpg	B	M	BM	B	F	BF	A	M	AM	L	M	LM	4	80%	20%	40%	60%	1	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	4324045	-999999	4324816	0	771	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-97.wav	17	4316629	7	4324008	0	7379	1	4	0	Keyboard	NA	S86
2	TestList_96	Acoustic Content Analysis CSUN-86-1	199	fourafcproc	TestList	./stimuli/BM-040.jpg	./stimuli/BM-039.jpg	./stimuli/BF-005.jpg	./stimuli/AM-218.jpg	B	M	BM	B	M	BM	B	F	BF	A	M	AM	2	40%	20%	60%	80%	1	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	43	4328011	-999999	4329392	0	1381	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-98.wav	16	4325361	7	4327968	0	2607	1	2	0	Keyboard	NA	S86
2	TestList_65	Acoustic Content Analysis CSUN-86-1	200	fourafcproc	TestList	./stimuli/WM-213.jpg	./stimuli/BF-203.jpg	./stimuli/BM-200.jpg	./stimuli/BF-040.jpg	W	M	WM	B	F	BF	B	M	BM	B	F	BF	3	60%	20%	40%	80%	1	99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	45	4338093	-999999	4339120	0	1027	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-86-1FourAFCVoice-99.wav	16	4329944	7	4338048	1	8104	3	3	0	Keyboard	NA	S86
2	TestList_47	Acoustic Content Analysis CSUN-86-1	201	twoafcproc	TestList	./stimuli/WM-202.jpg	./stimuli/WM-020.jpg	?	?	W	M	WM	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	100	Acoustic Content Analysis CSUN-86-1TwoAFCVoice-100.wav	17	4339677	6	4341784	1	2107	2	2	0	Keyboard	Keyboard	42	4341826	-999999	4342088	0	262	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S86
2	TestList_33	Acoustic Content Analysis CSUN-9-1	102	twoafcproc	TestList	./stimuli/AF-201.jpg	./stimuli/BM-034.jpg	?	?	A	F	AF	B	M	BM	?	?	?	?	?	?	2	60%	40%	?	?	1	1	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-1.wav	111	698000	6	0	0	0		2	10015	Keyboard	Keyboard	15	708015	-999999	723064	0	15049	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_82	Acoustic Content Analysis CSUN-9-1	103	fourafcproc	TestList	./stimuli/WF-201.jpg	./stimuli/LF-217.jpg	./stimuli/AF-204.jpg	./stimuli/BF-019.jpg	W	F	WF	L	F	LF	A	F	AF	B	F	BF	2	40%	20%	60%	80%	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	38	729647	-999999	734064	0	4417	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-2.wav	17	723614	6	729608	0	5994	3	2	0	Keyboard	NA	S9
2	TestList_12	Acoustic Content Analysis CSUN-9-1	104	twoafcproc	TestList	./stimuli/WM-231.jpg	./stimuli/BF-218.jpg	?	?	W	M	WM	B	F	BF	?	?	?	?	?	?	2	60%	40%	?	?	1	3	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-3.wav	17	734613	6	739688	0	5075	1	2	0	Keyboard	Keyboard	40	739729	-999999	741192	0	1463	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_18	Acoustic Content Analysis CSUN-9-1	105	twoafcproc	TestList	./stimuli/LM-220.jpg	./stimuli/LF-230.jpg	?	?	L	M	LM	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	4	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-4.wav	17	741746	6	748208	1	6462	2	2	0	Keyboard	Keyboard	36	748245	-999999	749672	0	1427	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_63	Acoustic Content Analysis CSUN-9-1	106	fourafcproc	TestList	./stimuli/AF-208.jpg	./stimuli/WF-241.jpg	./stimuli/AM-248.jpg	./stimuli/BM-001.jpg	A	F	AF	W	F	WF	A	M	AM	B	M	BM	1	20%	40%	60%	80%	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	37	756261	-999999	757984	0	1723	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-5.wav	16	750228	7	756224	1	5996	1	1	0	Keyboard	NA	S9
2	TestList_64	Acoustic Content Analysis CSUN-9-1	107	fourafcproc	TestList	./stimuli/BF-031.jpg	./stimuli/BF-250.jpg	./stimuli/BF-008.jpg	./stimuli/BM-233.jpg	B	F	BF	B	F	BF	B	F	BF	B	M	BM	4	80%	20%	40%	60%	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	762611	-999999	763744	0	1133	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-6.wav	16	758544	7	762576	1	4032	4	4	0	Keyboard	NA	S9
2	TestList_2	Acoustic Content Analysis CSUN-9-1	108	twoafcproc	TestList	./stimuli/LM-213.jpg	./stimuli/WM-040.jpg	?	?	L	M	LM	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	7	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-7.wav	17	764294	6	768608	1	4314	2	2	0	Keyboard	Keyboard	34	768643	-999999	770440	0	1797	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_22	Acoustic Content Analysis CSUN-9-1	109	twoafcproc	TestList	./stimuli/BM-040.jpg	./stimuli/WM-029.jpg	?	?	B	M	BM	W	M	WM	?	?	?	?	?	?	2	60%	40%	?	?	1	8	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-8.wav	17	770993	6	774536	1	3543	2	2	0	Keyboard	Keyboard	39	774576	-999999	776840	0	2264	1		0	53	776893	-999999	844976	0	68083	 The face  I chose had more distinct charactristics which  I typically saw presented in the faces shown to me   such as a wider head than  I normally see on people in real life  		0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	S9
2	TestList_15	Acoustic Content Analysis CSUN-9-1	110	twoafcproc	TestList	./stimuli/BF-200.jpg	./stimuli/BM-229.jpg	?	?	B	F	BF	B	M	BM	?	?	?	?	?	?	2	60%	40%	?	?	1	9	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-9.wav	17	845553	9	849096	1	3543	2	2	0	Keyboard	Keyboard	40	849136	-999999	850592	0	1456	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_13	Acoustic Content Analysis CSUN-9-1	111	twoafcproc	TestList	./stimuli/WF-016.jpg	./stimuli/LF-204.jpg	?	?	W	F	WF	L	F	LF	?	?	?	?	?	?	2	60%	40%	?	?	1	10	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-10.wav	17	851153	9	854856	0	3703	1	2	0	Keyboard	Keyboard	46	854902	-999999	855992	0	1090	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_75	Acoustic Content Analysis CSUN-9-1	112	fourafcproc	TestList	./stimuli/BF-024.jpg	./stimuli/BF-223.jpg	./stimuli/BM-005.jpg	./stimuli/WF-242.jpg	B	F	BF	B	F	BF	B	M	BM	W	F	WF	3	60%	20%	40%	80%	1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	861352	-999999	862352	0	1000	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-11.wav	17	856552	9	861312	1	4760	3	3	0	Keyboard	NA	S9
2	TestList_100	Acoustic Content Analysis CSUN-9-1	113	fourafcproc	TestList	./stimuli/BM-238.jpg	./stimuli/BF-012.jpg	./stimuli/WF-243.jpg	./stimuli/AF-227.jpg	B	M	BM	B	F	BF	W	F	WF	A	F	AF	1	20%	40%	60%	80%	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	41	866601	-999999	867640	0	1039	3		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-12.wav	16	862901	9	866560	1	3659	1	1	0	Keyboard	NA	S9
2	TestList_41	Acoustic Content Analysis CSUN-9-1	114	twoafcproc	TestList	./stimuli/LF-251.jpg	./stimuli/WM-241.jpg	?	?	L	F	LF	W	M	WM	?	?	?	?	?	?	1	40%	60%	?	?	1	13	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-13.wav	17	868201	9	871752	1	3551	1	1	0	Keyboard	Keyboard	32	871784	-999999	873048	0	1264	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_85	Acoustic Content Analysis CSUN-9-1	115	fourafcproc	TestList	./stimuli/BF-023.jpg	./stimuli/WM-034.jpg	./stimuli/WM-227.jpg	./stimuli/AM-246.jpg	B	F	BF	W	M	WM	W	M	WM	A	M	AM	3	60%	20%	40%	80%	1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	31	877800	-999999	878808	0	1008	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-14.wav	16	873600	9	877768	1	4168	3	3	0	Keyboard	NA	S9
2	TestList_97	Acoustic Content Analysis CSUN-9-1	116	fourafcproc	TestList	./stimuli/AF-200.jpg	./stimuli/WF-204.jpg	./stimuli/WM-242.jpg	./stimuli/AF-247.jpg	A	F	AF	W	F	WF	W	M	WM	A	F	AF	4	80%	20%	40%	60%	1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	44	882916	-999999	884744	0	1828	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-15.wav	17	879367	9	882872	1	3505	4	4	0	Keyboard	NA	S9
2	TestList_43	Acoustic Content Analysis CSUN-9-1	117	twoafcproc	TestList	./stimuli/LM-202.jpg	./stimuli/BM-030.jpg	?	?	L	M	LM	B	M	BM	?	?	?	?	?	?	2	60%	40%	?	?	1	16	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-16.wav	16	885299	9	889168	1	3869	2	2	0	Keyboard	Keyboard	31	889199	-999999	890576	0	1377	2		0	55	890632	-999999	918720	0	28088	 I chose number two because  I remember observing a face with more downward features  		0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	S9
2	TestList_66	Acoustic Content Analysis CSUN-9-1	118	fourafcproc	TestList	./stimuli/BF-219.jpg	./stimuli/WM-039.jpg	./stimuli/WF-211.jpg	./stimuli/AF-222.jpg	B	F	BF	W	M	WM	W	F	WF	A	F	AF	1	20%	40%	60%	80%	1	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	922579	-999999	923992	0	1413	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-17.wav	16	919296	7	922544	1	3248	1	1	0	Keyboard	NA	S9
2	TestList_84	Acoustic Content Analysis CSUN-9-1	119	fourafcproc	TestList	./stimuli/AF-234.jpg	./stimuli/AM-239.jpg	./stimuli/LF-214.jpg	./stimuli/WM-232.jpg	A	F	AF	A	M	AM	L	F	LF	W	M	WM	4	80%	20%	40%	60%	1	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	36	927796	-999999	928960	0	1164	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-18.wav	17	924546	7	927760	1	3214	4	4	0	Keyboard	NA	S9
2	TestList_96	Acoustic Content Analysis CSUN-9-1	120	fourafcproc	TestList	./stimuli/LF-213.jpg	./stimuli/WM-002.jpg	./stimuli/BF-004.jpg	./stimuli/AF-229.jpg	L	F	LF	W	M	WM	B	F	BF	A	F	AF	2	40%	20%	60%	80%	1	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	44	933212	-999999	934416	0	1204	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-19.wav	17	929512	7	933168	0	3656	3	2	0	Keyboard	NA	S9
2	TestList_52	Acoustic Content Analysis CSUN-9-1	121	fourafcproc	TestList	./stimuli/AF-220.jpg	./stimuli/LM-251.jpg	./stimuli/WM-228.jpg	./stimuli/WF-028.jpg	A	F	AF	L	M	LM	W	M	WM	W	F	WF	2	40%	20%	60%	80%	1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	35	938811	-999999	939736	0	925	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-20.wav	17	934962	6	938776	1	3814	2	2	0	Keyboard	NA	S9
2	TestList_6	Acoustic Content Analysis CSUN-9-1	122	twoafcproc	TestList	./stimuli/LF-248.jpg	./stimuli/LF-245.jpg	?	?	L	F	LF	L	F	LF	?	?	?	?	?	?	1	40%	60%	?	?	1	21	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-21.wav	16	940294	7	943368	1	3074	1	1	0	Keyboard	Keyboard	43	943411	-999999	944856	0	1445	3		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_25	Acoustic Content Analysis CSUN-9-1	123	twoafcproc	TestList	./stimuli/WF-207.jpg	./stimuli/AM-231.jpg	?	?	W	F	WF	A	M	AM	?	?	?	?	?	?	2	60%	40%	?	?	1	22	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-22.wav	17	945411	6	948384	1	2973	2	2	0	Keyboard	Keyboard	43	948427	-999999	949976	0	1549	2		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_68	Acoustic Content Analysis CSUN-9-1	124	fourafcproc	TestList	./stimuli/AF-225.jpg	./stimuli/WM-001.jpg	./stimuli/WF-030.jpg	./stimuli/WM-224.jpg	A	F	AF	W	M	WM	W	F	WF	W	M	WM	4	80%	20%	40%	60%	1	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	40	954960	-999999	955968	0	1008	1		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-23.wav	17	950527	7	954920	0	4393	1	4	0	Keyboard	NA	S9
2	TestList_67	Acoustic Content Analysis CSUN-9-1	125	fourafcproc	TestList	./stimuli/LF-208.jpg	./stimuli/LM-229.jpg	./stimuli/LM-249.jpg	./stimuli/AF-211.jpg	L	F	LF	L	M	LM	L	M	LM	A	F	AF	4	80%	20%	40%	60%	1	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	39	959743	-999999	960728	0	985	2		0	65	960793	-999999	988000	0	27207	 I chose this face  as a guess  		0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-24.wav	16	956526	7	959704	1	3178	4	4	0	Keyboard	Keyboard	S9
2	TestList_42	Acoustic Content Analysis CSUN-9-1	126	twoafcproc	TestList	./stimuli/AF-237.jpg	./stimuli/AM-202.jpg	?	?	A	F	AF	A	M	AM	?	?	?	?	?	?	1	40%	60%	?	?	1	25	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-25.wav	16	988573	7	991552	1	2979	1	1	0	Keyboard	Keyboard	38	991590	-999999	993112	0	1522	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_32	Acoustic Content Analysis CSUN-9-1	127	twoafcproc	TestList	./stimuli/BF-201.jpg	./stimuli/BF-230.jpg	?	?	B	F	BF	B	F	BF	?	?	?	?	?	?	1	40%	60%	?	?	1	26	Acoustic Content Analysis CSUN-9-1TwoAFCVoice-26.wav	16	993656	7	996776	1	3120	1	1	0	Keyboard	Keyboard	30	996806	-999999	998664	0	1858	1		0	0	0	0	0	0	0			0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S9
2	TestList_76	Acoustic Content Analysis CSUN-9-1	128	fourafcproc	TestList	./stimuli/BF-035.jpg	./stimuli/BM-204.jpg	./stimuli/WF-236.jpg	./stimuli/WM-017.jpg	B	F	BF	B	M	BM	W	F	WF	W	M	WM	3	60%	20%	40%	80%	1	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Keyboard	25	1003689	-999999	1004912	0	1223	2		0	0	0	0	0	0	0			0	Acoustic Content Analysis CSUN-9-1FourAFCVoice-27.wav	17	999223	6	1003664	0	4441	4	3	0	Keyboard	NA	S9
