Subject,Age,Sex,Language,Major,Session,Cycle,Trial,BaseRate,Stimulus,Response,Matrix,RT,OldKey
6,25,female,native,psychology,1,6,100,20,new,old,fa,1076,right
6,25,female,native,psychology,2,7,1,60,old,old,hit,1103,left
6,25,female,native,psychology,2,7,2,60,old,old,hit,1019,right
6,25,female,native,psychology,2,7,3,60,old,old,hit,912,right
6,25,female,native,psychology,2,7,4,60,new,new,cr,1134,right
6,25,female,native,psychology,2,7,5,60,old,old,hit,833,right
6,25,female,native,psychology,2,7,6,60,new,old,fa,936,left
6,25,female,native,psychology,2,7,7,60,old,old,hit,1331,right
6,25,female,native,psychology,2,7,8,60,old,old,hit,871,left
6,25,female,native,psychology,2,7,9,60,new,old,fa,1068,left
6,25,female,native,psychology,2,7,10,60,old,old,hit,873,left
6,25,female,native,psychology,2,7,11,60,new,old,fa,1152,right
6,25,female,native,psychology,2,7,12,60,old,old,hit,1139,right
6,25,female,native,psychology,2,7,13,60,old,old,hit,852,left
6,25,female,native,psychology,2,7,14,60,old,old,hit,732,left
6,25,female,native,psychology,2,7,15,60,new,old,fa,1069,right
6,25,female,native,psychology,2,7,16,60,new,old,fa,796,left
6,25,female,native,psychology,2,7,17,60,old,old,hit,846,right
6,25,female,native,psychology,2,7,18,60,new,old,fa,868,right
6,25,female,native,psychology,2,7,19,60,old,old,hit,857,left
6,25,female,native,psychology,2,7,20,60,new,old,fa,1059,left
6,25,female,native,psychology,2,7,21,60,old,old,hit,748,left
6,25,female,native,psychology,2,7,22,60,old,old,hit,975,left
6,25,female,native,psychology,2,7,23,60,old,old,hit,1072,right
6,25,female,native,psychology,2,7,24,60,old,new,miss,1094,left
6,25,female,native,psychology,2,7,25,60,new,old,fa,977,right
6,25,female,native,psychology,2,7,26,60,new,old,fa,930,right
6,25,female,native,psychology,2,7,27,60,old,old,hit,727,right
6,25,female,native,psychology,2,7,28,60,old,old,hit,769,right
6,25,female,native,psychology,2,7,29,60,new,new,cr,869,right
6,25,female,native,psychology,2,7,30,60,old,old,hit,849,left
6,25,female,native,psychology,2,7,31,60,old,old,hit,1041,right
6,25,female,native,psychology,2,7,32,60,old,old,hit,776,left
6,25,female,native,psychology,2,7,33,60,old,old,hit,1410,left
6,25,female,native,psychology,2,7,34,60,new,new,cr,1283,right
6,25,female,native,psychology,2,7,35,60,new,new,cr,1062,left
6,25,female,native,psychology,2,7,36,60,old,old,hit,959,right
6,25,female,native,psychology,2,7,37,60,new,new,cr,1141,left
6,25,female,native,psychology,2,7,38,60,old,old,hit,1012,right
6,25,female,native,psychology,2,7,39,60,new,new,cr,1136,left
6,25,female,native,psychology,2,7,40,60,new,new,cr,1248,left
6,25,female,native,psychology,2,7,41,60,new,new,cr,1196,right
6,25,female,native,psychology,2,7,42,60,old,old,hit,924,left
6,25,female,native,psychology,2,7,43,60,new,new,cr,1316,right
6,25,female,native,psychology,2,7,44,60,new,old,fa,1288,right
6,25,female,native,psychology,2,7,45,60,old,old,hit,978,right
6,25,female,native,psychology,2,7,46,60,old,new,miss,1499,left
6,25,female,native,psychology,2,7,47,60,old,old,hit,1168,right
6,25,female,native,psychology,2,7,48,60,new,old,fa,1232,left
6,25,female,native,psychology,2,7,49,60,old,new,miss,1048,right
6,25,female,native,psychology,2,7,50,60,old,new,miss,1198,right
6,25,female,native,psychology,2,7,51,60,old,old,hit,1271,left
6,25,female,native,psychology,2,7,52,60,old,old,hit,2387,left
6,25,female,native,psychology,2,7,53,60,new,old,fa,2617,left
6,25,female,native,psychology,2,7,54,60,new,old,fa,1064,right
6,25,female,native,psychology,2,7,55,60,old,old,hit,804,right
6,25,female,native,psychology,2,7,56,60,old,old,hit,1115,left
6,25,female,native,psychology,2,7,57,60,old,new,miss,783,right
6,25,female,native,psychology,2,7,58,60,old,new,miss,867,left
6,25,female,native,psychology,2,7,59,60,new,new,cr,1200,left
6,25,female,native,psychology,2,7,60,60,new,new,cr,1086,left
6,25,female,native,psychology,2,7,61,60,old,old,hit,868,right
6,25,female,native,psychology,2,7,62,60,old,old,hit,825,right
6,25,female,native,psychology,2,7,63,60,old,old,hit,1066,left
6,25,female,native,psychology,2,7,64,60,old,new,miss,1087,left
6,25,female,native,psychology,2,7,65,60,old,new,miss,1195,right
6,25,female,native,psychology,2,7,66,60,old,old,hit,1053,left
6,25,female,native,psychology,2,7,67,60,old,old,hit,1035,right
6,25,female,native,psychology,2,7,68,60,new,old,fa,2022,left
6,25,female,native,psychology,2,7,69,60,new,new,cr,1024,right
6,25,female,native,psychology,2,7,70,60,old,old,hit,832,left
6,25,female,native,psychology,2,7,71,60,new,old,fa,1423,right
6,25,female,native,psychology,2,7,72,60,old,old,hit,961,right
6,25,female,native,psychology,2,7,73,60,new,new,cr,1331,left
6,25,female,native,psychology,2,7,74,60,new,old,fa,829,left
6,25,female,native,psychology,2,7,75,60,new,old,fa,928,right
6,25,female,native,psychology,2,7,76,60,new,old,fa,1051,left
6,25,female,native,psychology,2,7,77,60,old,old,hit,682,left
6,25,female,native,psychology,2,7,78,60,new,new,cr,1031,right
6,25,female,native,psychology,2,7,79,60,old,old,hit,805,right
6,25,female,native,psychology,2,7,80,60,old,old,hit,871,left
6,25,female,native,psychology,2,7,81,60,old,new,miss,1092,left
6,25,female,native,psychology,2,7,82,60,old,new,miss,849,right
6,25,female,native,psychology,2,7,83,60,new,new,cr,895,right
6,25,female,native,psychology,2,7,84,60,new,old,fa,1270,left
6,25,female,native,psychology,2,7,85,60,old,old,hit,1001,right
6,25,female,native,psychology,2,7,86,60,new,old,fa,1729,left
6,25,female,native,psychology,2,7,87,60,new,new,cr,891,right
6,25,female,native,psychology,2,7,88,60,new,new,cr,802,right
6,25,female,native,psychology,2,7,89,60,new,old,fa,689,right
6,25,female,native,psychology,2,7,90,60,old,new,miss,863,right
6,25,female,native,psychology,2,7,91,60,old,old,hit,932,left
6,25,female,native,psychology,2,7,92,60,old,old,hit,735,left
6,25,female,native,psychology,2,7,93,60,new,old,fa,850,left
6,25,female,native,psychology,2,7,94,60,old,old,hit,862,left
6,25,female,native,psychology,2,7,95,60,old,old,hit,1801,right
6,25,female,native,psychology,2,7,96,60,new,new,cr,1328,left
6,25,female,native,psychology,2,7,97,60,old,old,hit,1200,right
6,25,female,native,psychology,2,7,98,60,old,old,hit,1096,left
6,25,female,native,psychology,2,7,99,60,old,old,hit,813,left
6,25,female,native,psychology,2,7,100,60,old,old,hit,917,right
6,25,female,native,psychology,2,8,1,80,old,old,hit,1144,left
6,25,female,native,psychology,2,8,2,80,new,old,fa,1026,right
6,25,female,native,psychology,2,8,3,80,old,old,hit,803,right
6,25,female,native,psychology,2,8,4,80,new,new,cr,1091,left
6,25,female,native,psychology,2,8,5,80,new,new,cr,960,right
6,25,female,native,psychology,2,8,6,80,old,old,hit,1026,left
6,25,female,native,psychology,2,8,7,80,old,old,hit,826,right
6,25,female,native,psychology,2,8,8,80,old,new,miss,1184,right
6,25,female,native,psychology,2,8,9,80,old,old,hit,984,left
6,25,female,native,psychology,2,8,10,80,new,new,cr,1078,left
6,25,female,native,psychology,2,8,11,80,old,new,miss,1127,right
6,25,female,native,psychology,2,8,12,80,old,old,hit,865,left
6,25,female,native,psychology,2,8,13,80,old,old,hit,775,right
6,25,female,native,psychology,2,8,14,80,old,new,miss,1065,left
6,25,female,native,psychology,2,8,15,80,old,new,miss,966,left
6,25,female,native,psychology,2,8,16,80,old,old,hit,848,left
6,25,female,native,psychology,2,8,17,80,old,new,miss,1240,left
6,25,female,native,psychology,2,8,18,80,old,old,hit,1045,right
6,25,female,native,psychology,2,8,19,80,old,old,hit,805,right
6,25,female,native,psychology,2,8,20,80,old,old,hit,747,right
6,25,female,native,psychology,2,8,21,80,old,old,hit,813,right
6,25,female,native,psychology,2,8,22,80,old,old,hit,727,left
6,25,female,native,psychology,2,8,23,80,old,old,hit,790,right
6,25,female,native,psychology,2,8,24,80,old,new,miss,1100,left
6,25,female,native,psychology,2,8,25,80,old,new,miss,792,right
6,25,female,native,psychology,2,8,26,80,new,old,fa,801,right
6,25,female,native,psychology,2,8,27,80,old,old,hit,832,left
6,25,female,native,psychology,2,8,28,80,new,old,fa,809,left
6,25,female,native,psychology,2,8,29,80,old,old,hit,735,left
6,25,female,native,psychology,2,8,30,80,new,old,fa,1032,right
6,25,female,native,psychology,2,8,31,80,old,old,hit,691,left
6,25,female,native,psychology,2,8,32,80,old,old,hit,879,left
6,25,female,native,psychology,2,8,33,80,old,old,hit,924,left
6,25,female,native,psychology,2,8,34,80,old,old,hit,762,left
6,25,female,native,psychology,2,8,35,80,old,new,miss,1179,right
6,25,female,native,psychology,2,8,36,80,old,old,hit,936,right
6,25,female,native,psychology,2,8,37,80,new,old,fa,896,left
6,25,female,native,psychology,2,8,38,80,old,old,hit,810,right
6,25,female,native,psychology,2,8,39,80,old,old,hit,932,right
6,25,female,native,psychology,2,8,40,80,old,old,hit,847,right
6,25,female,native,psychology,2,8,41,80,old,old,hit,1084,left
6,25,female,native,psychology,2,8,42,80,old,old,hit,826,right
6,25,female,native,psychology,2,8,43,80,old,old,hit,769,left
6,25,female,native,psychology,2,8,44,80,old,old,hit,874,left
6,25,female,native,psychology,2,8,45,80,new,new,cr,1553,right
6,25,female,native,psychology,2,8,46,80,old,old,hit,1105,right
6,25,female,native,psychology,2,8,47,80,old,old,hit,877,right
6,25,female,native,psychology,2,8,48,80,old,old,hit,875,left
6,25,female,native,psychology,2,8,49,80,old,old,hit,968,right
6,25,female,native,psychology,2,8,50,80,old,old,hit,873,right
6,25,female,native,psychology,2,8,51,80,old,new,miss,2256,right
6,25,female,native,psychology,2,8,52,80,old,new,miss,1547,right
6,25,female,native,psychology,2,8,53,80,new,new,cr,687,right
6,25,female,native,psychology,2,8,54,80,new,old,fa,780,left
6,25,female,native,psychology,2,8,55,80,old,old,hit,724,right
6,25,female,native,psychology,2,8,56,80,old,old,hit,919,left
6,25,female,native,psychology,2,8,57,80,old,old,hit,755,left
6,25,female,native,psychology,2,8,58,80,old,old,hit,742,left
6,25,female,native,psychology,2,8,59,80,new,new,cr,1058,left
6,25,female,native,psychology,2,8,60,80,old,old,hit,764,left
6,25,female,native,psychology,2,8,61,80,old,old,hit,770,right
6,25,female,native,psychology,2,8,62,80,old,new,miss,1075,left
6,25,female,native,psychology,2,8,63,80,new,old,fa,856,right
6,25,female,native,psychology,2,8,64,80,old,old,hit,832,left
6,25,female,native,psychology,2,8,65,80,old,old,hit,964,right
6,25,female,native,psychology,2,8,66,80,old,old,hit,913,right
6,25,female,native,psychology,2,8,67,80,old,old,hit,939,left
6,25,female,native,psychology,2,8,68,80,old,old,hit,872,left
6,25,female,native,psychology,2,8,69,80,old,old,hit,852,left
6,25,female,native,psychology,2,8,70,80,new,new,cr,1075,left
6,25,female,native,psychology,2,8,71,80,old,old,hit,738,left
6,25,female,native,psychology,2,8,72,80,old,old,hit,1360,right
6,25,female,native,psychology,2,8,73,80,new,old,fa,1038,left
6,25,female,native,psychology,2,8,74,80,old,old,hit,1436,right
6,25,female,native,psychology,2,8,75,80,old,old,hit,782,right
6,25,female,native,psychology,2,8,76,80,new,new,cr,1787,right
6,25,female,native,psychology,2,8,77,80,old,old,hit,874,left
6,25,female,native,psychology,2,8,78,80,old,old,hit,809,left
6,25,female,native,psychology,2,8,79,80,old,old,hit,1248,right
6,25,female,native,psychology,2,8,80,80,old,new,miss,864,right
6,25,female,native,psychology,2,8,81,80,old,old,hit,1014,left
6,25,female,native,psychology,2,8,82,80,new,old,fa,932,right
6,25,female,native,psychology,2,8,83,80,old,old,hit,1611,left
6,25,female,native,psychology,2,8,84,80,new,new,cr,847,right
6,25,female,native,psychology,2,8,85,80,old,old,hit,797,left
6,25,female,native,psychology,2,8,86,80,old,old,hit,1823,right
6,25,female,native,psychology,2,8,87,80,old,old,hit,1092,right
6,25,female,native,psychology,2,8,88,80,old,new,miss,1263,left
6,25,female,native,psychology,2,8,89,80,old,old,hit,909,right
6,25,female,native,psychology,2,8,90,80,old,old,hit,714,left
6,25,female,native,psychology,2,8,91,80,old,old,hit,1085,left
6,25,female,native,psychology,2,8,92,80,old,old,hit,1307,left
6,25,female,native,psychology,2,8,93,80,old,new,miss,903,right
6,25,female,native,psychology,2,8,94,80,old,old,hit,812,left
6,25,female,native,psychology,2,8,95,80,old,old,hit,898,right
6,25,female,native,psychology,2,8,96,80,new,old,fa,823,left
6,25,female,native,psychology,2,8,97,80,old,old,hit,1055,right
6,25,female,native,psychology,2,8,98,80,new,old,fa,882,left
6,25,female,native,psychology,2,8,99,80,old,old,hit,755,right
6,25,female,native,psychology,2,8,100,80,old,old,hit,886,right
6,25,female,native,psychology,2,9,1,40,new,new,cr,1382,right
6,25,female,native,psychology,2,9,2,40,old,old,hit,1789,left
6,25,female,native,psychology,2,9,3,40,old,old,hit,1223,right
6,25,female,native,psychology,2,9,4,40,new,new,cr,969,left
6,25,female,native,psychology,2,9,5,40,new,old,fa,1511,left
6,25,female,native,psychology,2,9,6,40,new,new,cr,1019,left
6,25,female,native,psychology,2,9,7,40,new,new,cr,1040,left
6,25,female,native,psychology,2,9,8,40,old,old,hit,1151,right
6,25,female,native,psychology,2,9,9,40,old,old,hit,1010,left
6,25,female,native,psychology,2,9,10,40,new,new,cr,1223,right
6,25,female,native,psychology,2,9,11,40,new,new,cr,997,right
6,25,female,native,psychology,2,9,12,40,new,old,fa,1125,right
6,25,female,native,psychology,2,9,13,40,old,old,hit,892,right
6,25,female,native,psychology,2,9,14,40,new,new,cr,818,right
6,25,female,native,psychology,2,9,15,40,old,new,miss,1298,left
6,25,female,native,psychology,2,9,16,40,new,new,cr,989,left
6,25,female,native,psychology,2,9,17,40,new,old,fa,982,left
6,25,female,native,psychology,2,9,18,40,old,old,hit,869,right
6,25,female,native,psychology,2,9,19,40,old,old,hit,996,left
6,25,female,native,psychology,2,9,20,40,new,new,cr,1180,right
6,25,female,native,psychology,2,9,21,40,old,old,hit,1013,left
6,25,female,native,psychology,2,9,22,40,new,new,cr,1861,right
6,25,female,native,psychology,2,9,23,40,old,old,hit,1137,left
6,25,female,native,psychology,2,9,24,40,old,old,hit,836,left
6,25,female,native,psychology,2,9,25,40,new,new,cr,1340,right
6,25,female,native,psychology,2,9,26,40,old,new,miss,854,right
6,25,female,native,psychology,2,9,27,40,new,old,fa,812,left
6,25,female,native,psychology,2,9,28,40,new,old,fa,990,right
6,25,female,native,psychology,2,9,29,40,old,old,hit,749,left
6,25,female,native,psychology,2,9,30,40,new,new,cr,935,right
6,25,female,native,psychology,2,9,31,40,old,new,miss,836,right
6,25,female,native,psychology,2,9,32,40,new,old,fa,834,right
6,25,female,native,psychology,2,9,33,40,new,old,fa,931,right
6,25,female,native,psychology,2,9,34,40,new,new,cr,2100,left
6,25,female,native,psychology,2,9,35,40,new,new,cr,3335,left
6,25,female,native,psychology,2,9,36,40,new,new,cr,1615,left
6,25,female,native,psychology,2,9,37,40,new,old,fa,1169,left
6,25,female,native,psychology,2,9,38,40,old,new,miss,1463,right
6,25,female,native,psychology,2,9,39,40,new,new,cr,1143,left
6,25,female,native,psychology,2,9,40,40,old,new,miss,893,right
6,25,female,native,psychology,2,9,41,40,old,old,hit,1099,left
6,25,female,native,psychology,2,9,42,40,old,old,hit,930,right
6,25,female,native,psychology,2,9,43,40,new,new,cr,945,left
6,25,female,native,psychology,2,9,44,40,old,old,hit,1203,left
6,25,female,native,psychology,2,9,45,40,old,new,miss,875,left
6,25,female,native,psychology,2,9,46,40,old,old,hit,1304,right
6,25,female,native,psychology,2,9,47,40,new,old,fa,1094,left
6,25,female,native,psychology,2,9,48,40,new,new,cr,1033,left
6,25,female,native,psychology,2,9,49,40,new,new,cr,889,left
6,25,female,native,psychology,2,9,50,40,new,new,cr,1086,right
6,25,female,native,psychology,2,9,51,40,old,old,hit,883,right
6,25,female,native,psychology,2,9,52,40,old,new,miss,806,left
6,25,female,native,psychology,2,9,53,40,new,new,cr,2105,right
6,25,female,native,psychology,2,9,54,40,new,new,cr,1083,left
6,25,female,native,psychology,2,9,55,40,new,new,cr,1303,right
6,25,female,native,psychology,2,9,56,40,new,new,cr,1243,right
6,25,female,native,psychology,2,9,57,40,new,old,fa,1416,right
6,25,female,native,psychology,2,9,58,40,new,new,cr,951,right
6,25,female,native,psychology,2,9,59,40,new,new,cr,1100,left
6,25,female,native,psychology,2,9,60,40,old,new,miss,992,right
6,25,female,native,psychology,2,9,61,40,old,old,hit,951,right
6,25,female,native,psychology,2,9,62,40,old,new,miss,994,left
6,25,female,native,psychology,2,9,63,40,new,old,fa,1238,right
6,25,female,native,psychology,2,9,64,40,new,new,cr,1553,right
6,25,female,native,psychology,2,9,65,40,new,new,cr,1177,right
6,25,female,native,psychology,2,9,66,40,old,old,hit,883,right
6,25,female,native,psychology,2,9,67,40,new,new,cr,1071,left
6,25,female,native,psychology,2,9,68,40,new,new,cr,866,right
6,25,female,native,psychology,2,9,69,40,old,old,hit,2283,right
6,25,female,native,psychology,2,9,70,40,new,new,cr,1062,left
6,25,female,native,psychology,2,9,71,40,old,old,hit,1116,left
6,25,female,native,psychology,2,9,72,40,new,new,cr,904,left
6,25,female,native,psychology,2,9,73,40,new,new,cr,1059,left
6,25,female,native,psychology,2,9,74,40,old,new,miss,890,left
6,25,female,native,psychology,2,9,75,40,old,new,miss,727,left
6,25,female,native,psychology,2,9,76,40,new,new,cr,1058,left
6,25,female,native,psychology,2,9,77,40,new,new,cr,880,left
6,25,female,native,psychology,2,9,78,40,old,old,hit,1149,right
6,25,female,native,psychology,2,9,79,40,new,new,cr,1047,right
6,25,female,native,psychology,2,9,80,40,new,new,cr,965,right
6,25,female,native,psychology,2,9,81,40,new,old,fa,983,left
6,25,female,native,psychology,2,9,82,40,old,new,miss,848,right
6,25,female,native,psychology,2,9,83,40,old,new,miss,1400,left
6,25,female,native,psychology,2,9,84,40,old,old,hit,1498,left
6,25,female,native,psychology,2,9,85,40,old,new,miss,1146,left
6,25,female,native,psychology,2,9,86,40,new,new,cr,879,left
6,25,female,native,psychology,2,9,87,40,new,new,cr,1105,left
6,25,female,native,psychology,2,9,88,40,new,new,cr,943,left
6,25,female,native,psychology,2,9,89,40,new,new,cr,1279,left
6,25,female,native,psychology,2,9,90,40,new,old,fa,860,right
6,25,female,native,psychology,2,9,91,40,new,new,cr,1067,right
6,25,female,native,psychology,2,9,92,40,new,new,cr,799,right
6,25,female,native,psychology,2,9,93,40,old,old,hit,1832,left
6,25,female,native,psychology,2,9,94,40,old,new,miss,983,right
6,25,female,native,psychology,2,9,95,40,new,new,cr,1417,right
6,25,female,native,psychology,2,9,96,40,old,new,miss,861,right
6,25,female,native,psychology,2,9,97,40,new,new,cr,996,right
6,25,female,native,psychology,2,9,98,40,old,new,miss,852,right
6,25,female,native,psychology,2,9,99,40,new,new,cr,1003,left
6,25,female,native,psychology,2,9,100,40,new,old,fa,1319,right
6,25,female,native,psychology,2,10,1,20,old,old,hit,981,left
6,25,female,native,psychology,2,10,2,20,new,new,cr,897,right
6,25,female,native,psychology,2,10,3,20,new,old,fa,1469,left
6,25,female,native,psychology,2,10,4,20,new,new,cr,907,right
6,25,female,native,psychology,2,10,5,20,new,new,cr,1009,left
6,25,female,native,psychology,2,10,6,20,new,new,cr,1278,left
6,25,female,native,psychology,2,10,7,20,old,old,hit,995,right
6,25,female,native,psychology,2,10,8,20,new,new,cr,1237,right
6,25,female,native,psychology,2,10,9,20,new,new,cr,1215,left
6,25,female,native,psychology,2,10,10,20,new,new,cr,963,right
6,25,female,native,psychology,2,10,11,20,new,new,cr,1252,left
6,25,female,native,psychology,2,10,12,20,old,new,miss,1097,left
6,25,female,native,psychology,2,10,13,20,new,new,cr,1423,right
6,25,female,native,psychology,2,10,14,20,new,new,cr,990,left
6,25,female,native,psychology,2,10,15,20,old,new,miss,926,right
6,25,female,native,psychology,2,10,16,20,new,new,cr,793,right
6,25,female,native,psychology,2,10,17,20,new,new,cr,771,right
6,25,female,native,psychology,2,10,18,20,new,new,cr,909,right
6,25,female,native,psychology,2,10,19,20,new,new,cr,1176,left
6,25,female,native,psychology,2,10,20,20,new,new,cr,988,left
6,25,female,native,psychology,2,10,21,20,new,old,fa,1803,left
6,25,female,native,psychology,2,10,22,20,new,new,cr,945,left
6,25,female,native,psychology,2,10,23,20,new,old,fa,1874,right
6,25,female,native,psychology,2,10,24,20,old,new,miss,924,right
6,25,female,native,psychology,2,10,25,20,old,new,miss,1476,left
6,25,female,native,psychology,2,10,26,20,new,new,cr,4128,left
6,25,female,native,psychology,2,10,27,20,new,new,cr,1390,left
6,25,female,native,psychology,2,10,28,20,new,new,cr,1107,left
6,25,female,native,psychology,2,10,29,20,new,new,cr,996,right
6,25,female,native,psychology,2,10,30,20,new,new,cr,860,right
6,25,female,native,psychology,2,10,31,20,old,new,miss,1536,right
6,25,female,native,psychology,2,10,32,20,old,new,miss,1131,left
6,25,female,native,psychology,2,10,33,20,new,new,cr,1104,left
6,25,female,native,psychology,2,10,34,20,new,new,cr,819,right
6,25,female,native,psychology,2,10,35,20,new,new,cr,882,right
6,25,female,native,psychology,2,10,36,20,new,new,cr,943,left
6,25,female,native,psychology,2,10,37,20,new,new,cr,979,right
6,25,female,native,psychology,2,10,38,20,new,new,cr,746,right
6,25,female,native,psychology,2,10,39,20,new,new,cr,822,right
6,25,female,native,psychology,2,10,40,20,new,new,cr,813,left
6,25,female,native,psychology,2,10,41,20,new,new,cr,836,right
6,25,female,native,psychology,2,10,42,20,new,new,cr,782,right
6,25,female,native,psychology,2,10,43,20,new,new,cr,831,left
6,25,female,native,psychology,2,10,44,20,old,new,miss,844,right
6,25,female,native,psychology,2,10,45,20,new,new,cr,939,left
6,25,female,native,psychology,2,10,46,20,new,new,cr,856,left
6,25,female,native,psychology,2,10,47,20,new,new,cr,902,left
6,25,female,native,psychology,2,10,48,20,old,new,miss,809,right
6,25,female,native,psychology,2,10,49,20,new,new,cr,3406,right
6,25,female,native,psychology,2,10,50,20,new,old,fa,1405,right
6,25,female,native,psychology,2,10,51,20,new,new,cr,1071,left
6,25,female,native,psychology,2,10,52,20,new,new,cr,892,left
6,25,female,native,psychology,2,10,53,20,new,new,cr,952,right
6,25,female,native,psychology,2,10,54,20,new,new,cr,1143,left
6,25,female,native,psychology,2,10,55,20,new,new,cr,2437,right
6,25,female,native,psychology,2,10,56,20,new,new,cr,850,left
6,25,female,native,psychology,2,10,57,20,old,new,miss,880,left
6,25,female,native,psychology,2,10,58,20,new,new,cr,1086,right
6,25,female,native,psychology,2,10,59,20,new,new,cr,674,right
6,25,female,native,psychology,2,10,60,20,old,new,miss,968,left
6,25,female,native,psychology,2,10,61,20,new,new,cr,761,left
6,25,female,native,psychology,2,10,62,20,new,new,cr,1068,right
6,25,female,native,psychology,2,10,63,20,new,new,cr,721,left
6,25,female,native,psychology,2,10,64,20,new,new,cr,813,right
6,25,female,native,psychology,2,10,65,20,old,new,miss,1045,left
6,25,female,native,psychology,2,10,66,20,new,new,cr,778,right
6,25,female,native,psychology,2,10,67,20,new,new,cr,749,right
6,25,female,native,psychology,2,10,68,20,new,new,cr,1631,left
6,25,female,native,psychology,2,10,69,20,old,new,miss,925,right
6,25,female,native,psychology,2,10,70,20,new,new,cr,753,left
6,25,female,native,psychology,2,10,71,20,new,new,cr,948,left
6,25,female,native,psychology,2,10,72,20,new,new,cr,927,right
6,25,female,native,psychology,2,10,73,20,new,new,cr,880,right
6,25,female,native,psychology,2,10,74,20,new,new,cr,1607,left
6,25,female,native,psychology,2,10,75,20,new,new,cr,949,left
6,25,female,native,psychology,2,10,76,20,new,new,cr,1352,right
6,25,female,native,psychology,2,10,77,20,new,new,cr,1136,left
6,25,female,native,psychology,2,10,78,20,old,new,miss,1011,left
6,25,female,native,psychology,2,10,79,20,new,new,cr,859,right
6,25,female,native,psychology,2,10,80,20,old,new,miss,688,right
6,25,female,native,psychology,2,10,81,20,new,new,cr,952,left
6,25,female,native,psychology,2,10,82,20,new,new,cr,944,right
6,25,female,native,psychology,2,10,83,20,new,new,cr,749,right
6,25,female,native,psychology,2,10,84,20,old,new,miss,1125,left
6,25,female,native,psychology,2,10,85,20,new,new,cr,1002,left
6,25,female,native,psychology,2,10,86,20,new,new,cr,802,right
6,25,female,native,psychology,2,10,87,20,new,new,cr,812,left
6,25,female,native,psychology,2,10,88,20,new,new,cr,842,left
6,25,female,native,psychology,2,10,89,20,old,new,miss,832,right
6,25,female,native,psychology,2,10,90,20,new,new,cr,788,right
6,25,female,native,psychology,2,10,91,20,old,old,hit,771,right
6,25,female,native,psychology,2,10,92,20,new,new,cr,1100,right
6,25,female,native,psychology,2,10,93,20,new,new,cr,1007,left
6,25,female,native,psychology,2,10,94,20,old,old,hit,1319,left
6,25,female,native,psychology,2,10,95,20,new,new,cr,882,right
6,25,female,native,psychology,2,10,96,20,new,new,cr,791,left
6,25,female,native,psychology,2,10,97,20,new,new,cr,1066,left
6,25,female,native,psychology,2,10,98,20,new,old,fa,1039,right
6,25,female,native,psychology,2,10,99,20,new,new,cr,838,right
6,25,female,native,psychology,2,10,100,20,new,new,cr,854,left
6,25,female,native,psychology,2,11,1,80,old,old,hit,1879,left
6,25,female,native,psychology,2,11,2,80,old,old,hit,857,right
6,25,female,native,psychology,2,11,3,80,old,new,miss,804,right
6,25,female,native,psychology,2,11,4,80,new,old,fa,1176,right
6,25,female,native,psychology,2,11,5,80,old,old,hit,770,right
6,25,female,native,psychology,2,11,6,80,old,new,miss,893,left
6,25,female,native,psychology,2,11,7,80,old,old,hit,856,left
6,25,female,native,psychology,2,11,8,80,new,new,cr,854,right
6,25,female,native,psychology,2,11,9,80,old,new,miss,964,right
6,25,female,native,psychology,2,11,10,80,old,old,hit,1367,left
6,25,female,native,psychology,2,11,11,80,new,old,fa,968,left
6,25,female,native,psychology,2,11,12,80,old,old,hit,1394,right
6,25,female,native,psychology,2,11,13,80,new,old,fa,796,left
6,25,female,native,psychology,2,11,14,80,old,old,hit,1425,left
6,25,female,native,psychology,2,11,15,80,old,old,hit,768,left
6,25,female,native,psychology,2,11,16,80,old,old,hit,990,right
6,25,female,native,psychology,2,11,17,80,old,old,hit,995,right
6,25,female,native,psychology,2,11,18,80,old,old,hit,842,left
6,25,female,native,psychology,2,11,19,80,old,new,miss,978,right
6,25,female,native,psychology,2,11,20,80,old,old,hit,683,left
6,25,female,native,psychology,2,11,21,80,old,old,hit,783,left
6,25,female,native,psychology,2,11,22,80,old,old,hit,661,left
6,25,female,native,psychology,2,11,23,80,old,old,hit,1984,right
6,25,female,native,psychology,2,11,24,80,old,old,hit,839,left
6,25,female,native,psychology,2,11,25,80,new,old,fa,847,left
6,25,female,native,psychology,2,11,26,80,old,old,hit,909,right
6,25,female,native,psychology,2,11,27,80,old,old,hit,902,left
6,25,female,native,psychology,2,11,28,80,new,new,cr,1447,right
6,25,female,native,psychology,2,11,29,80,old,old,hit,946,right
6,25,female,native,psychology,2,11,30,80,old,old,hit,829,right
6,25,female,native,psychology,2,11,31,80,old,old,hit,892,left
6,25,female,native,psychology,2,11,32,80,old,new,miss,1003,right
6,25,female,native,psychology,2,11,33,80,new,old,fa,915,right
6,25,female,native,psychology,2,11,34,80,old,old,hit,839,right
6,25,female,native,psychology,2,11,35,80,old,old,hit,774,left
6,25,female,native,psychology,2,11,36,80,old,old,hit,968,left
6,25,female,native,psychology,2,11,37,80,old,old,hit,794,left
6,25,female,native,psychology,2,11,38,80,old,old,hit,1130,right
6,25,female,native,psychology,2,11,39,80,old,old,hit,845,right
6,25,female,native,psychology,2,11,40,80,new,old,fa,823,left
6,25,female,native,psychology,2,11,41,80,new,new,cr,860,right
6,25,female,native,psychology,2,11,42,80,old,old,hit,865,right
